序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
108,600376,首开股份,2021-10-25,5.303,2021-10-27,4.828,94200,-9.0500%,-45228.26,2,止损
109,603385,惠达卫浴,2021-10-25,8.897,2021-11-24,8.669,56100,-2.6687%,-13327.46,22,信号
110,002557,洽洽食品,2021-10-26,47.972,2021-11-12,50.883,10400,5.9612%,29755.91,13,信号
111,300088,长信科技,2021-10-26,9.487,2021-11-25,12.716,52700,33.9019%,169577.89,22,信号
112,300091,ST金灵,2021-10-26,4.846,2021-11-01,4.356,95700,-10.2128%,-47390.84,4,止损
113,002330,得利斯,2021-10-28,6.423,2021-11-12,6.777,77800,5.3965%,26981.05,11,信号
114,002410,广联达,2021-10-28,50.018,2021-11-08,47.987,9900,-4.1564%,-20592.04,7,信号
115,002831,裕同科技,2021-10-28,20.305,2021-11-15,21.206,24600,4.3341%,21660.01,12,信号
116,300139,晓程科技,2021-10-28,12.206,2021-11-24,13.943,40900,14.1158%,70505.48,19,信号
117,300332,天壕能源,2021-10-28,9.299,2021-11-15,10.009,53700,7.5317%,37627.17,12,信号
118,300772,运达股份,2021-10-29,32.662,2021-11-10,30.657,15300,-6.2344%,-31170.97,8,信号
119,600867,通化东宝,2021-10-29,10.031,2021-11-15,10.291,34300,2.4878%,8563.96,11,信号
120,600335,国机汽车,2021-11-01,5.941,2021-11-12,5.975,53400,0.4725%,1499.69,9,信号
121,688008,澜起科技,2021-11-01,63.666,2021-11-22,73.257,7800,14.9504%,74279.98,15,信号
122,002491,通鼎互联,2021-11-03,4.902,2021-11-29,5.347,100,6.9637%,34.49,18,信号
123,600127,金健米业,2021-11-03,9.185,2021-11-17,8.746,300,-5.1330%,-141.69,10,信号
124,601966,玲珑轮胎,2021-11-03,39.364,2021-11-16,39.834,12100,1.0939%,5212.71,9,信号
125,000892,欢瑞世纪,2021-11-04,3.152,2021-11-23,3.298,100,1.4610%,4.68,13,信号
126,002100,天康生物,2021-11-04,9.487,2021-11-16,9.067,52300,-4.5151%,-22413.38,8,信号
127,600104,上汽集团,2021-11-08,21.021,2021-11-17,19.06,23700,-9.4150%,-46927.91,7,止损
128,600609,金杯汽车,2021-11-08,6.71,2021-11-25,6.984,74500,3.9666%,19839.80,13,信号
129,300014,亿纬锂能,2021-11-09,131.271,2021-11-19,124.383,3800,-5.3417%,-26659.48,8,信号
130,600258,首旅酒店,2021-11-10,25.577,2021-11-23,24.642,19500,-3.7524%,-18724.26,9,信号
131,002748,世龙实业,2021-11-12,12.781,2021-11-17,11.949,39100,-6.6058%,-33028.95,3,止损
132,300710,万隆光电,2021-11-12,47.61,2021-11-16,42.745,10500,-10.3086%,-51558.71,2,止损
133,600048,保利发展,2021-11-12,13.367,2021-11-30,12.214,37400,-8.7157%,-43592.70,12,信号
134,300204,舒泰神,2021-11-15,15.408,2021-12-06,17.791,32400,15.3535%,76684.34,15,信号
135,300211,ST亿通,2021-11-15,14.264,2021-11-26,13.45,28800,-5.7999%,-23838.17,9,信号
136,300376,易事特,2021-11-15,10.875,2021-12-02,11.254,45900,3.3809%,16885.24,13,信号
137,600151,航天机电,2021-11-15,13.017,2021-11-17,11.944,38400,-8.3311%,-41662.47,2,止损
138,002028,思源电气,2021-11-16,42.541,2021-12-07,49.795,11700,16.9343%,84329.64,15,信号
139,601126,四方股份,2021-11-16,16.743,2021-12-10,19.085,29800,13.8742%,69260.28,18,信号
140,601689,拓普集团,2021-11-16,37.612,2021-11-19,36.541,10800,-2.9448%,-11968.04,3,信号
141,000930,中粮科技,2021-11-17,10.69,2021-12-01,10.83,46700,1.2012%,6000.02,10,信号
142,002643,万润股份,2021-11-17,21.046,2021-12-07,22.974,18500,9.0519%,35260.64,14,信号
143,600436,片仔癀,2021-11-17,446.003,2021-11-25,431.614,1100,-3.3229%,-16310.37,6,信号
144,600738,丽尚国潮,2021-11-18,6.212,2021-11-24,5.816,100,-7.9209%,-49.60,4,信号
145,600499,科达制造,2021-11-19,20.142,2021-12-07,22.481,24800,11.4994%,57470.94,12,信号
146,603338,浙江鼎力,2021-11-19,78.859,2021-12-07,74.233,4600,-5.9609%,-21634.22,12,信号
147,300373,扬杰科技,2021-11-22,58.676,2021-12-10,67.673,8500,15.2177%,75936.01,14,信号
148,300014,亿纬锂能,2021-11-23,135.773,2021-12-07,142.414,3600,4.7863%,23406.52,10,信号
149,600418,江淮汽车,2021-11-23,17.02,2021-12-16,17.942,4000,5.3150%,3620.15,17,信号
150,002953,日丰股份,2021-11-24,11.27,2021-12-08,10.159,44300,-9.9459%,-49679.27,10,止损
151,003019,宸展光电,2021-11-25,23.112,2021-12-06,19.766,21600,-14.5607%,-72724.54,7,信号
152,300951,博硕科技,2021-11-25,45.323,2021-12-01,41.331,11000,-8.8976%,-44381.18,4,止损
153,600735,ST新华锦,2021-11-25,7.362,2021-12-10,7.054,67900,-4.2688%,-21348.85,11,信号
154,605009,豪悦护理,2021-11-25,38.113,2021-12-07,34.711,13100,-9.0182%,-45048.58,8,止损
155,688087,英科再生,2021-11-25,68.528,2021-12-08,68.182,3200,-0.6049%,-1327.07,9,信号
156,002212,天融信,2021-11-26,19.553,2021-12-15,19.173,20000,-2.0382%,-7974.52,13,信号
157,002030,达安基因,2021-11-30,17.464,2021-12-10,16.687,26100,-4.5452%,-20727.32,8,信号
158,300048,合康新能,2021-11-30,8.054,2021-12-14,7.976,100,-2.1966%,-17.80,10,信号
159,002049,紫光国微,2021-12-01,164.289,2021-12-13,157.785,3000,-4.0549%,-19995.22,8,信号
