序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
117,002304,洋河股份,2021-11-05,169.049,2021-11-09,162.404,2100,-4.0273%,-14304.05,2,信号
118,300124,汇川技术,2021-11-08,66.754,2021-11-19,63.809,6800,-4.5077%,-20471.83,9,信号
119,002714,牧原股份,2021-11-09,53.89,2021-11-11,52.637,6300,-2.4232%,-8231.12,2,信号
120,600104,上汽集团,2021-11-10,20.29,2021-11-17,19.06,24100,-6.1543%,-30109.34,5,信号
121,000166,申万宏源,2021-11-11,5.339,2021-11-16,5.063,93600,-5.2497%,-26245.63,3,信号
122,000725,京东方Ａ,2021-11-11,4.589,2021-11-18,4.545,108900,-1.0701%,-5350.69,5,信号
123,002049,紫光国微,2021-11-11,157.586,2021-11-19,149.932,3100,-4.9520%,-24203.30,6,信号
124,002230,科大讯飞,2021-11-11,58.321,2021-11-19,56.174,8500,-3.7780%,-18738.20,6,信号
125,300433,蓝思科技,2021-11-11,20.319,2021-11-26,20.079,14200,-1.2809%,-3697.65,11,信号
126,000333,美的集团,2021-11-12,57.12,2021-11-19,55.403,6900,-3.1016%,-12230.40,5,信号
127,600030,中信证券,2021-11-15,21.273,2021-11-17,19.969,23500,-6.2220%,-31119.67,2,信号
128,300059,东方财富,2021-11-16,24.261,2021-12-30,24.882,20600,2.4548%,12274.66,32,信号
129,600276,恒瑞医药,2021-11-16,52.507,2021-11-30,49.706,9500,-5.4293%,-27096.02,10,信号
130,000002,万科Ａ,2021-11-17,17.595,2021-11-30,16.788,28400,-4.6830%,-23412.45,9,信号
131,000596,古井贡酒,2021-11-17,228.594,2021-12-21,242.269,2100,5.8761%,28222.18,24,信号
132,002027,分众传媒,2021-11-17,6.083,2021-11-19,5.627,82100,-7.5863%,-37906.40,2,信号
133,002714,牧原股份,2021-11-17,54.63,2021-11-23,53.466,9100,-2.2286%,-11084.68,4,信号
134,300015,爱尔眼科,2021-11-17,28.952,2021-11-22,27.361,17200,-5.5902%,-27852.19,3,信号
