方案,日期,净值
S2 经典四条件（3-5/换手/市值/量比）,2025-11-24,0.000157
S2 经典四条件（3-5/换手/市值/量比）,2025-11-25,0.000156
S2 经典四条件（3-5/换手/市值/量比）,2025-11-26,0.000155
S2 经典四条件（3-5/换手/市值/量比）,2025-11-27,0.000153
S2 经典四条件（3-5/换手/市值/量比）,2025-11-28,0.000153
S2 经典四条件（3-5/换手/市值/量比）,2025-12-01,0.000152
S2 经典四条件（3-5/换手/市值/量比）,2025-12-02,0.000151
S2 经典四条件（3-5/换手/市值/量比）,2025-12-03,0.000150
S2 经典四条件（3-5/换手/市值/量比）,2025-12-04,0.000149
S2 经典四条件（3-5/换手/市值/量比）,2025-12-05,0.000149
S2 经典四条件（3-5/换手/市值/量比）,2025-12-08,0.000147
S2 经典四条件（3-5/换手/市值/量比）,2025-12-09,0.000146
S2 经典四条件（3-5/换手/市值/量比）,2025-12-10,0.000146
S2 经典四条件（3-5/换手/市值/量比）,2025-12-11,0.000145
S2 经典四条件（3-5/换手/市值/量比）,2025-12-12,0.000144
S2 经典四条件（3-5/换手/市值/量比）,2025-12-15,0.000143
S2 经典四条件（3-5/换手/市值/量比）,2025-12-16,0.000142
S2 经典四条件（3-5/换手/市值/量比）,2025-12-17,0.000140
S2 经典四条件（3-5/换手/市值/量比）,2025-12-18,0.000139
S2 经典四条件（3-5/换手/市值/量比）,2025-12-19,0.000139
S2 经典四条件（3-5/换手/市值/量比）,2025-12-22,0.000138
S2 经典四条件（3-5/换手/市值/量比）,2025-12-23,0.000138
S2 经典四条件（3-5/换手/市值/量比）,2025-12-24,0.000137
S2 经典四条件（3-5/换手/市值/量比）,2025-12-25,0.000137
S2 经典四条件（3-5/换手/市值/量比）,2025-12-26,0.000136
S2 经典四条件（3-5/换手/市值/量比）,2025-12-29,0.000135
S2 经典四条件（3-5/换手/市值/量比）,2025-12-30,0.000134
S2 经典四条件（3-5/换手/市值/量比）,2025-12-31,0.000135
S2 经典四条件（3-5/换手/市值/量比）,2026-01-05,0.000134
S2 经典四条件（3-5/换手/市值/量比）,2026-01-06,0.000134
S2 经典四条件（3-5/换手/市值/量比）,2026-01-07,0.000133
S2 经典四条件（3-5/换手/市值/量比）,2026-01-08,0.000133
S2 经典四条件（3-5/换手/市值/量比）,2026-01-09,0.000134
S2 经典四条件（3-5/换手/市值/量比）,2026-01-12,0.000134
S2 经典四条件（3-5/换手/市值/量比）,2026-01-13,0.000132
S2 经典四条件（3-5/换手/市值/量比）,2026-01-14,0.000131
S2 经典四条件（3-5/换手/市值/量比）,2026-01-15,0.000132
S2 经典四条件（3-5/换手/市值/量比）,2026-01-16,0.000133
S2 经典四条件（3-5/换手/市值/量比）,2026-01-19,0.000132
S2 经典四条件（3-5/换手/市值/量比）,2026-01-20,0.000130
S2 经典四条件（3-5/换手/市值/量比）,2026-01-21,0.000131
S2 经典四条件（3-5/换手/市值/量比）,2026-01-22,0.000130
S2 经典四条件（3-5/换手/市值/量比）,2026-01-23,0.000130
S2 经典四条件（3-5/换手/市值/量比）,2026-01-26,0.000128
S2 经典四条件（3-5/换手/市值/量比）,2026-01-27,0.000127
S2 经典四条件（3-5/换手/市值/量比）,2026-01-28,0.000126
S2 经典四条件（3-5/换手/市值/量比）,2026-01-29,0.000124
S2 经典四条件（3-5/换手/市值/量比）,2026-01-30,0.000122
S2 经典四条件（3-5/换手/市值/量比）,2026-02-02,0.000122
S2 经典四条件（3-5/换手/市值/量比）,2026-02-03,0.000122
S2 经典四条件（3-5/换手/市值/量比）,2026-02-04,0.000120
S2 经典四条件（3-5/换手/市值/量比）,2026-02-05,0.000118
S2 经典四条件（3-5/换手/市值/量比）,2026-02-06,0.000119
S2 经典四条件（3-5/换手/市值/量比）,2026-02-09,0.000119
S2 经典四条件（3-5/换手/市值/量比）,2026-02-10,0.000118
S2 经典四条件（3-5/换手/市值/量比）,2026-02-11,0.000118
S2 经典四条件（3-5/换手/市值/量比）,2026-02-12,0.000117
S2 经典四条件（3-5/换手/市值/量比）,2026-02-13,0.000117
S2 经典四条件（3-5/换手/市值/量比）,2026-02-24,0.000117
S2 经典四条件（3-5/换手/市值/量比）,2026-02-25,0.000117
S2 经典四条件（3-5/换手/市值/量比）,2026-02-26,0.000115
S2 经典四条件（3-5/换手/市值/量比）,2026-02-27,0.000114
S2 经典四条件（3-5/换手/市值/量比）,2026-03-02,0.000113
S2 经典四条件（3-5/换手/市值/量比）,2026-03-03,0.000111
S2 经典四条件（3-5/换手/市值/量比）,2026-03-04,0.000113
S2 经典四条件（3-5/换手/市值/量比）,2026-03-05,0.000112
S2 经典四条件（3-5/换手/市值/量比）,2026-03-06,0.000110
S2 经典四条件（3-5/换手/市值/量比）,2026-03-09,0.000110
S2 经典四条件（3-5/换手/市值/量比）,2026-03-10,0.000109
S2 经典四条件（3-5/换手/市值/量比）,2026-03-11,0.000109
S2 经典四条件（3-5/换手/市值/量比）,2026-03-12,0.000108
S2 经典四条件（3-5/换手/市值/量比）,2026-03-13,0.000107
S2 经典四条件（3-5/换手/市值/量比）,2026-03-16,0.000107
S2 经典四条件（3-5/换手/市值/量比）,2026-03-17,0.000105
S2 经典四条件（3-5/换手/市值/量比）,2026-03-18,0.000103
S2 经典四条件（3-5/换手/市值/量比）,2026-03-19,0.000102
S2 经典四条件（3-5/换手/市值/量比）,2026-03-20,0.000101
S2 经典四条件（3-5/换手/市值/量比）,2026-03-23,0.000100
S2 经典四条件（3-5/换手/市值/量比）,2026-03-24,0.000100
S2 经典四条件（3-5/换手/市值/量比）,2026-03-25,0.000100
S2 经典四条件（3-5/换手/市值/量比）,2026-03-26,0.000098
S2 经典四条件（3-5/换手/市值/量比）,2026-03-27,0.000097
S2 经典四条件（3-5/换手/市值/量比）,2026-03-30,0.000096
S2 经典四条件（3-5/换手/市值/量比）,2026-03-31,0.000097
S2 经典四条件（3-5/换手/市值/量比）,2026-04-01,0.000096
S2 经典四条件（3-5/换手/市值/量比）,2026-04-02,0.000096
S2 经典四条件（3-5/换手/市值/量比）,2026-04-03,0.000096
S2 经典四条件（3-5/换手/市值/量比）,2026-04-07,0.000097
S2 经典四条件（3-5/换手/市值/量比）,2026-04-08,0.000095
S2 经典四条件（3-5/换手/市值/量比）,2026-04-09,0.000095
S2 经典四条件（3-5/换手/市值/量比）,2026-04-10,0.000094
S2 经典四条件（3-5/换手/市值/量比）,2026-04-13,0.000094
S2 经典四条件（3-5/换手/市值/量比）,2026-04-14,0.000094
S2 经典四条件（3-5/换手/市值/量比）,2026-04-15,0.000093
S2 经典四条件（3-5/换手/市值/量比）,2026-04-16,0.000093
S2 经典四条件（3-5/换手/市值/量比）,2026-04-17,0.000093
S2 经典四条件（3-5/换手/市值/量比）,2026-04-20,0.000092
S2 经典四条件（3-5/换手/市值/量比）,2026-04-21,0.000091
S2 经典四条件（3-5/换手/市值/量比）,2026-04-22,0.000091
S2 经典四条件（3-5/换手/市值/量比）,2026-04-23,0.000090
S2 经典四条件（3-5/换手/市值/量比）,2026-04-24,0.000089
S2 经典四条件（3-5/换手/市值/量比）,2026-04-27,0.000088
S2 经典四条件（3-5/换手/市值/量比）,2026-04-28,0.000086
S2 经典四条件（3-5/换手/市值/量比）,2026-04-29,0.000086
S2 经典四条件（3-5/换手/市值/量比）,2026-04-30,0.000087
S2 经典四条件（3-5/换手/市值/量比）,2026-05-06,0.000087
S2 经典四条件（3-5/换手/市值/量比）,2026-05-07,0.000086
S2 经典四条件（3-5/换手/市值/量比）,2026-05-08,0.000087
S2 经典四条件（3-5/换手/市值/量比）,2026-05-11,0.000086
S2 经典四条件（3-5/换手/市值/量比）,2026-05-12,0.000085
S2 经典四条件（3-5/换手/市值/量比）,2026-05-13,0.000085
S2 经典四条件（3-5/换手/市值/量比）,2026-05-14,0.000085
S2 经典四条件（3-5/换手/市值/量比）,2026-05-15,0.000084
S2 经典四条件（3-5/换手/市值/量比）,2026-05-18,0.000083
S2 经典四条件（3-5/换手/市值/量比）,2026-05-19,0.000082
S2 经典四条件（3-5/换手/市值/量比）,2026-05-20,0.000083
S2 经典四条件（3-5/换手/市值/量比）,2026-05-21,0.000082
S2 经典四条件（3-5/换手/市值/量比）,2026-05-22,0.000083
S2 经典四条件（3-5/换手/市值/量比）,2026-05-25,0.000082
S2 经典四条件（3-5/换手/市值/量比）,2026-05-26,0.000081
S2 经典四条件（3-5/换手/市值/量比）,2026-05-27,0.000081
S2 经典四条件（3-5/换手/市值/量比）,2026-05-28,0.000081
S2 经典四条件（3-5/换手/市值/量比）,2026-05-29,0.000080
S2 经典四条件（3-5/换手/市值/量比）,2026-06-01,0.000080
S2 经典四条件（3-5/换手/市值/量比）,2026-06-02,0.000079
S2 经典四条件（3-5/换手/市值/量比）,2026-06-03,0.000078
S2 经典四条件（3-5/换手/市值/量比）,2026-06-04,0.000077
S2 经典四条件（3-5/换手/市值/量比）,2026-06-05,0.000074
S2 经典四条件（3-5/换手/市值/量比）,2026-06-08,0.000074
S2 经典四条件（3-5/换手/市值/量比）,2026-06-09,0.000073
S2 经典四条件（3-5/换手/市值/量比）,2026-06-10,0.000072
S2 经典四条件（3-5/换手/市值/量比）,2026-06-11,0.000072
S2 经典四条件（3-5/换手/市值/量比）,2026-06-12,0.000072
S2 经典四条件（3-5/换手/市值/量比）,2026-06-15,0.000072
S2 经典四条件（3-5/换手/市值/量比）,2026-06-16,0.000071
S2 经典四条件（3-5/换手/市值/量比）,2026-06-17,0.000070
S2 经典四条件（3-5/换手/市值/量比）,2026-06-18,0.000070
S2 经典四条件（3-5/换手/市值/量比）,2026-06-22,0.000070
S2 经典四条件（3-5/换手/市值/量比）,2026-06-23,0.000069
S2 经典四条件（3-5/换手/市值/量比）,2026-06-24,0.000069
S2 经典四条件（3-5/换手/市值/量比）,2026-06-25,0.000068
S2 经典四条件（3-5/换手/市值/量比）,2026-06-26,0.000068
S2 经典四条件（3-5/换手/市值/量比）,2026-06-29,0.000067
S2 经典四条件（3-5/换手/市值/量比）,2026-06-30,0.000067
S2 经典四条件（3-5/换手/市值/量比）,2026-07-01,0.000066
S2 经典四条件（3-5/换手/市值/量比）,2026-07-02,0.000066
S2 经典四条件（3-5/换手/市值/量比）,2026-07-03,0.000065
S2 经典四条件（3-5/换手/市值/量比）,2026-07-06,0.000065
S2 经典四条件（3-5/换手/市值/量比）,2026-07-07,0.000064
S2 经典四条件（3-5/换手/市值/量比）,2026-07-08,0.000064
S2 经典四条件（3-5/换手/市值/量比）,2026-07-09,0.000064
S2 经典四条件（3-5/换手/市值/量比）,2026-07-10,0.000063
S2 经典四条件（3-5/换手/市值/量比）,2026-07-13,0.000063
S2 经典四条件（3-5/换手/市值/量比）,2026-07-14,0.000063
S2 经典四条件（3-5/换手/市值/量比）,2026-07-15,0.000062
S2 经典四条件（3-5/换手/市值/量比）,2026-07-16,0.000061
S2 经典四条件（3-5/换手/市值/量比）,2026-07-17,0.000062
S2 经典四条件（3-5/换手/市值/量比）,2026-07-20,0.000061
S2 经典四条件（3-5/换手/市值/量比）,2026-07-21,0.000060
S2 经典四条件（3-5/换手/市值/量比）,2026-07-22,0.000060
S2 经典四条件（3-5/换手/市值/量比）,2026-07-23,0.000059
S2 经典四条件（3-5/换手/市值/量比）,2026-07-24,0.000059
S2 经典四条件（3-5/换手/市值/量比）,2026-07-27,0.000058
S2 经典四条件（3-5/换手/市值/量比）,2026-07-28,0.000058
S2 经典四条件（3-5/换手/市值/量比）,2026-07-29,0.000057
S2 经典四条件（3-5/换手/市值/量比）,2026-07-30,0.000056
S2 经典四条件（3-5/换手/市值/量比）,2026-07-31,0.000056
S2 经典四条件（3-5/换手/市值/量比）,2026-08-03,0.000057
S2 经典四条件（3-5/换手/市值/量比）,2026-08-04,0.000056
S2 经典四条件（3-5/换手/市值/量比）,2026-08-05,0.000055
S2 经典四条件（3-5/换手/市值/量比）,2026-08-06,0.000055
S2 经典四条件（3-5/换手/市值/量比）,2026-08-07,0.000055
S2 经典四条件（3-5/换手/市值/量比）,2026-08-10,0.000055
S2 经典四条件（3-5/换手/市值/量比）,2026-08-11,0.000054
S2 经典四条件（3-5/换手/市值/量比）,2026-08-12,0.000054
S2 经典四条件（3-5/换手/市值/量比）,2026-08-13,0.000054
S2 经典四条件（3-5/换手/市值/量比）,2026-08-14,0.000054
S2c 经典四条件 每日成交额Top1,2021-08-17,0.956971
S2c 经典四条件 每日成交额Top1,2021-08-18,0.950221
S2c 经典四条件 每日成交额Top1,2021-08-19,0.930550
S2c 经典四条件 每日成交额Top1,2021-08-20,0.962557
S2c 经典四条件 每日成交额Top1,2021-08-23,0.927090
S2c 经典四条件 每日成交额Top1,2021-08-24,0.929376
S2c 经典四条件 每日成交额Top1,2021-08-25,0.971418
S2c 经典四条件 每日成交额Top1,2021-08-26,0.961994
S2c 经典四条件 每日成交额Top1,2021-08-27,0.997804
S2c 经典四条件 每日成交额Top1,2021-08-30,1.035239
S2c 经典四条件 每日成交额Top1,2021-08-31,1.046030
S2c 经典四条件 每日成交额Top1,2021-09-01,1.050389
S2c 经典四条件 每日成交额Top1,2021-09-02,1.074520
S2c 经典四条件 每日成交额Top1,2021-09-03,1.059547
S2c 经典四条件 每日成交额Top1,2021-09-06,1.047068
S2c 经典四条件 每日成交额Top1,2021-09-07,1.066027
S2c 经典四条件 每日成交额Top1,2021-09-08,1.069302
S2c 经典四条件 每日成交额Top1,2021-09-09,1.067164
S2c 经典四条件 每日成交额Top1,2021-09-10,1.064176
S2c 经典四条件 每日成交额Top1,2021-09-13,1.029589
S2c 经典四条件 每日成交额Top1,2021-09-14,1.008419
S2c 经典四条件 每日成交额Top1,2021-09-15,1.008965
S2c 经典四条件 每日成交额Top1,2021-09-16,0.983760
S2c 经典四条件 每日成交额Top1,2021-09-17,0.957398
S2c 经典四条件 每日成交额Top1,2021-09-22,0.924012
S2c 经典四条件 每日成交额Top1,2021-09-23,0.902819
S2c 经典四条件 每日成交额Top1,2021-09-24,0.911720
S2c 经典四条件 每日成交额Top1,2021-09-27,0.891450
S2c 经典四条件 每日成交额Top1,2021-09-28,0.853673
S2c 经典四条件 每日成交额Top1,2021-09-29,0.853909
S2c 经典四条件 每日成交额Top1,2021-09-30,0.826487
S2c 经典四条件 每日成交额Top1,2021-10-08,0.843057
S2c 经典四条件 每日成交额Top1,2021-10-11,0.843952
S2c 经典四条件 每日成交额Top1,2021-10-12,0.839557
S2c 经典四条件 每日成交额Top1,2021-10-13,0.826022
S2c 经典四条件 每日成交额Top1,2021-10-14,0.806223
S2c 经典四条件 每日成交额Top1,2021-10-15,0.792531
S2c 经典四条件 每日成交额Top1,2021-10-18,0.788873
S2c 经典四条件 每日成交额Top1,2021-10-19,0.732099
S2c 经典四条件 每日成交额Top1,2021-10-20,0.729349
S2c 经典四条件 每日成交额Top1,2021-10-21,0.723852
S2c 经典四条件 每日成交额Top1,2021-10-22,0.721514
S2c 经典四条件 每日成交额Top1,2021-10-25,0.707991
S2c 经典四条件 每日成交额Top1,2021-10-26,0.698929
S2c 经典四条件 每日成交额Top1,2021-10-27,0.692009
S2c 经典四条件 每日成交额Top1,2021-10-28,0.698627
S2c 经典四条件 每日成交额Top1,2021-10-29,0.698234
S2c 经典四条件 每日成交额Top1,2021-11-01,0.690433
S2c 经典四条件 每日成交额Top1,2021-11-02,0.686845
S2c 经典四条件 每日成交额Top1,2021-11-03,0.682483
S2c 经典四条件 每日成交额Top1,2021-11-04,0.678713
S2c 经典四条件 每日成交额Top1,2021-11-05,0.691000
S2c 经典四条件 每日成交额Top1,2021-11-08,0.683425
S2c 经典四条件 每日成交额Top1,2021-11-09,0.668746
S2c 经典四条件 每日成交额Top1,2021-11-10,0.663566
S2c 经典四条件 每日成交额Top1,2021-11-11,0.670023
S2c 经典四条件 每日成交额Top1,2021-11-12,0.678700
S2c 经典四条件 每日成交额Top1,2021-11-15,0.666261
S2c 经典四条件 每日成交额Top1,2021-11-16,0.663632
S2c 经典四条件 每日成交额Top1,2021-11-17,0.654960
S2c 经典四条件 每日成交额Top1,2021-11-18,0.653374
S2c 经典四条件 每日成交额Top1,2021-11-19,0.644692
S2c 经典四条件 每日成交额Top1,2021-11-22,0.638922
S2c 经典四条件 每日成交额Top1,2021-11-23,0.631225
S2c 经典四条件 每日成交额Top1,2021-11-24,0.624210
S2c 经典四条件 每日成交额Top1,2021-11-25,0.627941
S2c 经典四条件 每日成交额Top1,2021-11-26,0.621109
S2c 经典四条件 每日成交额Top1,2021-11-29,0.638359
S2c 经典四条件 每日成交额Top1,2021-11-30,0.630592
S2c 经典四条件 每日成交额Top1,2021-12-01,0.620458
S2c 经典四条件 每日成交额Top1,2021-12-02,0.619937
S2c 经典四条件 每日成交额Top1,2021-12-03,0.615587
S2c 经典四条件 每日成交额Top1,2021-12-06,0.620564
S2c 经典四条件 每日成交额Top1,2021-12-07,0.601261
S2c 经典四条件 每日成交额Top1,2021-12-08,0.592395
S2c 经典四条件 每日成交额Top1,2021-12-09,0.583404
S2c 经典四条件 每日成交额Top1,2021-12-10,0.581817
S2c 经典四条件 每日成交额Top1,2021-12-13,0.575453
S2c 经典四条件 每日成交额Top1,2021-12-14,0.584387
S2c 经典四条件 每日成交额Top1,2021-12-15,0.590247
S2c 经典四条件 每日成交额Top1,2021-12-16,0.587991
S2c 经典四条件 每日成交额Top1,2021-12-17,0.594398
S2c 经典四条件 每日成交额Top1,2021-12-20,0.587024
S2c 经典四条件 每日成交额Top1,2021-12-21,0.578165
S2c 经典四条件 每日成交额Top1,2021-12-22,0.569960
S2c 经典四条件 每日成交额Top1,2021-12-23,0.563082
S2c 经典四条件 每日成交额Top1,2021-12-24,0.554436
S2c 经典四条件 每日成交额Top1,2021-12-27,0.552726
S2c 经典四条件 每日成交额Top1,2021-12-28,0.553340
S2c 经典四条件 每日成交额Top1,2021-12-29,0.549199
S2c 经典四条件 每日成交额Top1,2021-12-30,0.550092
S2c 经典四条件 每日成交额Top1,2021-12-31,0.542000
S2c 经典四条件 每日成交额Top1,2022-01-04,0.531634
S2c 经典四条件 每日成交额Top1,2022-01-05,0.526385
S2c 经典四条件 每日成交额Top1,2022-01-06,0.521205
S2c 经典四条件 每日成交额Top1,2022-01-07,0.506175
S2c 经典四条件 每日成交额Top1,2022-01-10,0.497616
S2c 经典四条件 每日成交额Top1,2022-01-11,0.491684
S2c 经典四条件 每日成交额Top1,2022-01-12,0.480023
S2c 经典四条件 每日成交额Top1,2022-01-13,0.475599
S2c 经典四条件 每日成交额Top1,2022-01-14,0.477207
S2c 经典四条件 每日成交额Top1,2022-01-17,0.471279
S2c 经典四条件 每日成交额Top1,2022-01-18,0.463842
S2c 经典四条件 每日成交额Top1,2022-01-19,0.467266
S2c 经典四条件 每日成交额Top1,2022-01-20,0.455259
S2c 经典四条件 每日成交额Top1,2022-01-21,0.456989
S2c 经典四条件 每日成交额Top1,2022-01-24,0.455770
S2c 经典四条件 每日成交额Top1,2022-01-25,0.438657
S2c 经典四条件 每日成交额Top1,2022-01-27,0.440136
S2c 经典四条件 每日成交额Top1,2022-01-28,0.451380
S2c 经典四条件 每日成交额Top1,2022-02-07,0.450477
S2c 经典四条件 每日成交额Top1,2022-02-08,0.439801
S2c 经典四条件 每日成交额Top1,2022-02-09,0.435465
S2c 经典四条件 每日成交额Top1,2022-02-10,0.428673
S2c 经典四条件 每日成交额Top1,2022-02-11,0.417518
S2c 经典四条件 每日成交额Top1,2022-02-14,0.423045
S2c 经典四条件 每日成交额Top1,2022-02-15,0.434630
S2c 经典四条件 每日成交额Top1,2022-02-16,0.427504
S2c 经典四条件 每日成交额Top1,2022-02-17,0.421115
S2c 经典四条件 每日成交额Top1,2022-02-18,0.432474
S2c 经典四条件 每日成交额Top1,2022-02-21,0.423842
S2c 经典四条件 每日成交额Top1,2022-02-22,0.419315
S2c 经典四条件 每日成交额Top1,2022-02-23,0.413668
S2c 经典四条件 每日成交额Top1,2022-02-24,0.402405
S2c 经典四条件 每日成交额Top1,2022-02-25,0.396601
S2c 经典四条件 每日成交额Top1,2022-02-28,0.389052
S2c 经典四条件 每日成交额Top1,2022-03-01,0.387026
S2c 经典四条件 每日成交额Top1,2022-03-02,0.384002
S2c 经典四条件 每日成交额Top1,2022-03-03,0.378149
S2c 经典四条件 每日成交额Top1,2022-03-04,0.367333
S2c 经典四条件 每日成交额Top1,2022-03-07,0.356182
S2c 经典四条件 每日成交额Top1,2022-03-08,0.358695
S2c 经典四条件 每日成交额Top1,2022-03-09,0.366984
S2c 经典四条件 每日成交额Top1,2022-03-10,0.360756
S2c 经典四条件 每日成交额Top1,2022-03-11,0.376818
S2c 经典四条件 每日成交额Top1,2022-03-14,0.373436
S2c 经典四条件 每日成交额Top1,2022-03-15,0.382351
S2c 经典四条件 每日成交额Top1,2022-03-16,0.361194
S2c 经典四条件 每日成交额Top1,2022-03-17,0.362369
S2c 经典四条件 每日成交额Top1,2022-03-18,0.358129
S2c 经典四条件 每日成交额Top1,2022-03-21,0.359554
S2c 经典四条件 每日成交额Top1,2022-03-22,0.359767
S2c 经典四条件 每日成交额Top1,2022-03-23,0.347147
S2c 经典四条件 每日成交额Top1,2022-03-24,0.346453
S2c 经典四条件 每日成交额Top1,2022-03-25,0.321110
S2c 经典四条件 每日成交额Top1,2022-03-28,0.321702
S2c 经典四条件 每日成交额Top1,2022-03-29,0.310236
S2c 经典四条件 每日成交额Top1,2022-03-30,0.300612
S2c 经典四条件 每日成交额Top1,2022-03-31,0.290415
S2c 经典四条件 每日成交额Top1,2022-04-01,0.286575
S2c 经典四条件 每日成交额Top1,2022-04-06,0.279380
S2c 经典四条件 每日成交额Top1,2022-04-07,0.269854
S2c 经典四条件 每日成交额Top1,2022-04-08,0.254406
S2c 经典四条件 每日成交额Top1,2022-04-11,0.246583
S2c 经典四条件 每日成交额Top1,2022-04-12,0.240597
S2c 经典四条件 每日成交额Top1,2022-04-13,0.234733
S2c 经典四条件 每日成交额Top1,2022-04-14,0.230173
S2c 经典四条件 每日成交额Top1,2022-04-15,0.223397
S2c 经典四条件 每日成交额Top1,2022-04-18,0.221101
S2c 经典四条件 每日成交额Top1,2022-04-19,0.217474
S2c 经典四条件 每日成交额Top1,2022-04-20,0.211250
S2c 经典四条件 每日成交额Top1,2022-04-22,0.202517
S2c 经典四条件 每日成交额Top1,2022-04-26,0.195000
S2c 经典四条件 每日成交额Top1,2022-04-27,0.193414
S2c 经典四条件 每日成交额Top1,2022-04-28,0.195066
S2c 经典四条件 每日成交额Top1,2022-04-29,0.190776
S2c 经典四条件 每日成交额Top1,2022-05-05,0.185520
S2c 经典四条件 每日成交额Top1,2022-05-06,0.182382
S2c 经典四条件 每日成交额Top1,2022-05-09,0.177238
S2c 经典四条件 每日成交额Top1,2022-05-10,0.176087
S2c 经典四条件 每日成交额Top1,2022-05-11,0.175464
S2c 经典四条件 每日成交额Top1,2022-05-12,0.177274
S2c 经典四条件 每日成交额Top1,2022-05-13,0.185287
S2c 经典四条件 每日成交额Top1,2022-05-16,0.184916
S2c 经典四条件 每日成交额Top1,2022-05-17,0.181350
S2c 经典四条件 每日成交额Top1,2022-05-18,0.176788
S2c 经典四条件 每日成交额Top1,2022-05-19,0.175478
S2c 经典四条件 每日成交额Top1,2022-05-20,0.178580
S2c 经典四条件 每日成交额Top1,2022-05-23,0.175574
S2c 经典四条件 每日成交额Top1,2022-05-24,0.176299
S2c 经典四条件 每日成交额Top1,2022-05-25,0.174439
S2c 经典四条件 每日成交额Top1,2022-05-26,0.171774
S2c 经典四条件 每日成交额Top1,2022-05-27,0.171430
S2c 经典四条件 每日成交额Top1,2022-05-30,0.167154
S2c 经典四条件 每日成交额Top1,2022-05-31,0.164777
S2c 经典四条件 每日成交额Top1,2022-06-01,0.162525
S2c 经典四条件 每日成交额Top1,2022-06-02,0.162440
S2c 经典四条件 每日成交额Top1,2022-06-06,0.163394
S2c 经典四条件 每日成交额Top1,2022-06-07,0.161638
S2c 经典四条件 每日成交额Top1,2022-06-08,0.156864
S2c 经典四条件 每日成交额Top1,2022-06-09,0.155681
S2c 经典四条件 每日成交额Top1,2022-06-10,0.152342
S2c 经典四条件 每日成交额Top1,2022-06-13,0.149145
S2c 经典四条件 每日成交额Top1,2022-06-14,0.146130
S2c 经典四条件 每日成交额Top1,2022-06-15,0.146885
S2c 经典四条件 每日成交额Top1,2022-06-16,0.144886
S2c 经典四条件 每日成交额Top1,2022-06-17,0.145484
S2c 经典四条件 每日成交额Top1,2022-06-20,0.145809
S2c 经典四条件 每日成交额Top1,2022-06-21,0.142975
S2c 经典四条件 每日成交额Top1,2022-06-22,0.141591
S2c 经典四条件 每日成交额Top1,2022-06-23,0.141008
S2c 经典四条件 每日成交额Top1,2022-06-24,0.142150
S2c 经典四条件 每日成交额Top1,2022-06-27,0.141866
S2c 经典四条件 每日成交额Top1,2022-06-28,0.142781
S2c 经典四条件 每日成交额Top1,2022-06-29,0.142496
S2c 经典四条件 每日成交额Top1,2022-06-30,0.142211
S2c 经典四条件 每日成交额Top1,2022-07-01,0.141476
S2c 经典四条件 每日成交额Top1,2022-07-04,0.142331
S2c 经典四条件 每日成交额Top1,2022-07-05,0.140620
S2c 经典四条件 每日成交额Top1,2022-07-06,0.137255
S2c 经典四条件 每日成交额Top1,2022-07-07,0.137365
S2c 经典四条件 每日成交额Top1,2022-07-08,0.134522
S2c 经典四条件 每日成交额Top1,2022-07-11,0.135307
S2c 经典四条件 每日成交额Top1,2022-07-12,0.132642
S2c 经典四条件 每日成交额Top1,2022-07-13,0.129779
S2c 经典四条件 每日成交额Top1,2022-07-14,0.128350
S2c 经典四条件 每日成交额Top1,2022-07-15,0.131619
S2c 经典四条件 每日成交额Top1,2022-07-18,0.129931
S2c 经典四条件 每日成交额Top1,2022-07-19,0.129671
S2c 经典四条件 每日成交额Top1,2022-07-20,0.128723
S2c 经典四条件 每日成交额Top1,2022-07-21,0.128955
S2c 经典四条件 每日成交额Top1,2022-07-22,0.127679
S2c 经典四条件 每日成交额Top1,2022-07-25,0.122635
S2c 经典四条件 每日成交额Top1,2022-07-26,0.120127
S2c 经典四条件 每日成交额Top1,2022-07-27,0.122797
S2c 经典四条件 每日成交额Top1,2022-07-28,0.121534
S2c 经典四条件 每日成交额Top1,2022-07-29,0.123252
S2c 经典四条件 每日成交额Top1,2022-08-01,0.119362
S2c 经典四条件 每日成交额Top1,2022-08-02,0.119123
S2c 经典四条件 每日成交额Top1,2022-08-03,0.118920
S2c 经典四条件 每日成交额Top1,2022-08-04,0.120656
S2c 经典四条件 每日成交额Top1,2022-08-05,0.120464
S2c 经典四条件 每日成交额Top1,2022-08-08,0.120223
S2c 经典四条件 每日成交额Top1,2022-08-09,0.117683
S2c 经典四条件 每日成交额Top1,2022-08-10,0.119492
S2c 经典四条件 每日成交额Top1,2022-08-11,0.118804
S2c 经典四条件 每日成交额Top1,2022-08-12,0.120171
S2c 经典四条件 每日成交额Top1,2022-08-15,0.119087
S2c 经典四条件 每日成交额Top1,2022-08-16,0.121444
S2c 经典四条件 每日成交额Top1,2022-08-17,0.120098
S2c 经典四条件 每日成交额Top1,2022-08-18,0.119635
S2c 经典四条件 每日成交额Top1,2022-08-19,0.119262
S2c 经典四条件 每日成交额Top1,2022-08-22,0.119374
S2c 经典四条件 每日成交额Top1,2022-08-23,0.119681
S2c 经典四条件 每日成交额Top1,2022-08-24,0.122518
S2c 经典四条件 每日成交额Top1,2022-08-25,0.122091
S2c 经典四条件 每日成交额Top1,2022-08-26,0.115846
S2c 经典四条件 每日成交额Top1,2022-08-29,0.114984
S2c 经典四条件 每日成交额Top1,2022-08-30,0.114199
S2c 经典四条件 每日成交额Top1,2022-08-31,0.112150
S2c 经典四条件 每日成交额Top1,2022-09-01,0.110314
