日期,权益
2025-09-01,7656660.05
2025-09-02,7656660.05
2025-09-03,7656660.05
2025-09-04,7589487.42
2025-09-05,7655183.78
2025-09-08,7848287.31
2025-09-09,7811250.58
2025-09-10,7787425.78
2025-09-11,7943902.78
2025-09-12,7883607.75
2025-09-15,7908729.35
2025-09-16,7971489.00
2025-09-17,8117268.25
2025-09-18,7991669.05
2025-09-19,7958138.26
2025-09-22,7969803.07
2025-09-23,7962711.80
2025-09-24,7988412.97
2025-09-25,7910306.99
2025-09-26,7880453.99
2025-09-29,7893581.12
2025-09-30,7918475.85
2025-10-09,7923747.13
2025-10-10,7992777.93
2025-10-13,8047191.00
2025-10-14,8001930.06
2025-10-15,8070312.48
2025-10-16,8071721.85
2025-10-17,7960521.42
2025-10-20,7924497.12
2025-10-21,7940754.24
2025-10-22,7924846.04
2025-10-23,7940350.64
2025-10-24,7942957.05
2025-10-27,7997583.25
2025-10-28,8009480.26
2025-10-29,8013347.73
2025-10-30,7979035.51
2025-10-31,7997442.65
2025-11-03,7991486.31
2025-11-04,7943841.91
2025-11-05,7950389.91
2025-11-06,7942949.91
2025-11-07,7947149.91
2025-11-10,7957229.91
2025-11-11,7931578.73
2025-11-12,7901164.73
2025-11-13,7921620.05
2025-11-14,7926437.11
2025-11-17,7886546.11
2025-11-18,7876692.11
2025-11-19,7849953.47
2025-11-20,7806442.71
2025-11-21,7695174.78
2025-11-24,7725812.90
2025-11-25,7826186.18
2025-11-26,7824439.88
2025-11-27,7919859.58
2025-11-28,8054718.31
2025-12-01,8164990.26
2025-12-02,8077662.71
2025-12-03,7991158.71
2025-12-04,7984137.66
2025-12-05,8161086.97
2025-12-08,8190311.06
2025-12-09,8115462.29
2025-12-10,8186683.63
2025-12-11,8144839.87
2025-12-12,8200444.87
2025-12-15,8150605.88
2025-12-16,8094555.99
2025-12-17,8127616.93
2025-12-18,8142303.16
2025-12-19,8230055.76
2025-12-22,8181418.02
2025-12-23,8229002.13
2025-12-24,8211738.23
2025-12-25,8267466.83
2025-12-26,8261060.51
2025-12-29,8282637.08
2025-12-30,8276377.90
2025-12-31,8284103.11
2026-01-05,8293987.02
2026-01-06,8300185.86
2026-01-07,8284734.01
