序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
180,300488,恒锋工具,2021-09-29,36.759,2021-10-12,34.374,13600,-6.5831%,-32927.40,4,止损
181,600759,ST洲际,2021-09-29,3.772,2021-10-08,3.768,132500,-0.1998%,-999.05,2,止损
182,600777,新潮能源,2021-09-29,2.781,2021-10-12,2.539,179700,-8.8156%,-44084.01,4,止损
183,600821,金开新能,2021-09-29,9.306,2021-10-12,8.417,53700,-9.6422%,-48207.68,4,止损
184,603393,新天然气,2021-09-29,35.972,2021-10-08,34.837,13800,-3.2532%,-16157.15,2,止损
185,002369,卓翼科技,2021-09-30,7.384,2021-10-15,7.266,48000,-1.6873%,-5983.20,6,到期
186,002610,ST爱康,2021-09-30,4.602,2021-10-11,4.178,108600,-9.3120%,-46565.52,2,止损
187,002665,ST航高,2021-09-30,3.812,2021-10-11,3.448,131100,-9.6297%,-48147.80,2,止损
188,300402,宝色股份,2021-09-30,35.078,2021-10-11,29.735,14200,-15.3150%,-76322.32,2,止损
189,300830,金现代,2021-09-30,14.358,2021-10-12,12.645,34800,-12.0220%,-60099.68,3,止损
190,603105,芯能科技,2021-09-30,14.927,2021-10-11,13.253,33400,-11.3036%,-56385.23,2,止损
191,000400,许继电气,2021-10-08,20.896,2021-10-12,17.377,15600,-16.9240%,-55197.06,2,止损
192,000993,闽东电力,2021-10-08,18.659,2021-10-12,15.842,26700,-15.1832%,-75681.17,2,止损
193,300343,联创股份,2021-10-08,21.021,2021-10-12,18.171,23700,-13.6427%,-67999.82,2,止损
194,300366,ST创意,2021-10-08,15.508,2021-10-12,17.651,32200,13.7078%,68484.27,2,止盈
195,601666,平煤股份,2021-10-08,10.065,2021-10-12,8.646,49600,-14.1877%,-70864.03,2,止损
196,000998,隆平高科,2021-10-11,23.45,2021-10-18,20.308,21300,-13.4849%,-67388.02,5,止损
197,002701,奥瑞金,2021-10-11,6.308,2021-10-14,5.682,79200,-10.0136%,-50053.62,3,止损
198,300191,潜能恒信,2021-10-11,29.335,2021-10-14,27.496,17000,-6.3607%,-31736.12,3,止损
199,600268,国电南自,2021-10-11,7.652,2021-10-13,5.874,35600,-23.3099%,-63529.11,2,止损
200,000543,皖能电力,2021-10-12,3.535,2021-10-14,2.972,141400,-16.0187%,-80103.97,2,止损
