序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
233,600703,三安光电,2021-12-23,36.641,2022-01-12,33.606,11500,-8.3750%,-35307.84,13,止损
234,000862,银星能源,2021-12-27,9.405,2021-12-30,8.656,53100,-8.0564%,-40253.00,3,止损
235,002603,以岭药业,2021-12-27,16.908,2022-01-07,18.441,29500,8.9535%,44682.19,8,止盈
236,300026,红日药业,2021-12-27,5.353,2021-12-29,6.197,93400,15.6563%,78311.25,2,止盈
237,603517,ST绝味,2021-12-27,71.056,2022-01-04,66.597,4900,-6.3688%,-22185.49,5,止损
238,000636,风华高科,2021-12-28,29.588,2022-01-06,27.749,16800,-6.3080%,-31371.25,6,止损
239,000651,格力电器,2021-12-28,26.385,2022-01-11,28.818,18900,9.1096%,45450.66,9,止盈
240,002050,三花智控,2021-12-29,23.005,2022-01-21,21.633,21700,-6.0592%,-30263.65,16,到期
241,002665,ST航高,2021-12-29,3.752,2021-12-31,4.578,133200,21.8893%,109446.47,2,止盈
242,300024,机器人,2021-12-29,11.426,2022-01-21,11.454,43700,0.1498%,748.14,16,到期
243,300086,康芝药业,2021-12-29,6.613,2021-12-31,9.105,75600,37.5461%,187811.62,2,止盈
244,300233,金城医药,2021-12-29,32.428,2021-12-31,28.798,15400,-11.2846%,-56382.86,2,止损
245,300436,广生堂,2021-12-29,48.844,2022-01-05,42.979,10200,-12.0973%,-60300.58,4,止损
246,002411,必康退,2021-12-30,12.956,2022-01-06,11.094,38500,-14.4570%,-72150.94,4,止损
247,002480,新筑股份,2021-12-30,7.294,2022-01-06,6.107,68500,-16.3540%,-81747.92,4,止损
248,600118,中国卫星,2021-12-30,27.267,2022-01-17,25.49,18300,-6.6083%,-32990.44,11,止损
249,600366,宁波韵升,2021-12-31,12.85,2022-01-10,11.578,38900,-9.9902%,-49964.26,5,止损
250,600668,尖峰集团,2021-12-31,15.883,2022-01-06,13.976,31400,-12.0941%,-60346.36,3,止损
251,601108,财通证券,2021-12-31,9.764,2022-01-14,9.012,51200,-7.7878%,-38951.74,9,止损
252,688298,东方生物,2021-12-31,137.599,2022-01-10,167.196,3600,21.3886%,106002.71,5,止盈
253,002425,凯撒文化,2022-01-04,9.665,2022-01-12,8.936,51700,-7.6383%,-38185.63,6,止损
254,600986,浙文互联,2022-01-05,8.924,2022-01-07,8.766,56000,-1.8781%,-9390.64,2,止损
255,002118,ST紫鑫,2022-01-06,3.612,2022-01-19,3.358,62000,-7.1112%,-15932.14,9,止损
256,002349,精华制药,2022-01-06,12.106,2022-01-10,10.475,41300,-13.5615%,-67838.57,2,止损
257,300999,金龙鱼,2022-01-06,65.347,2022-01-20,60.993,7600,-6.7549%,-33564.18,10,止损
258,600880,博瑞传播,2022-01-06,8.447,2022-01-10,6.97,59100,-17.5759%,-87788.11,2,止损
