序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
200,002584,西陇科学,2021-12-31,11.783,2022-01-06,9.472,42400,-19.6904%,-98421.19,3,信号
201,002746,仙坛股份,2021-12-31,8.824,2022-01-05,8.026,56600,-9.1388%,-45667.72,2,信号
202,300412,迦南科技,2021-12-31,15.149,2022-01-05,14.075,33000,-7.1801%,-35911.37,2,信号
203,600866,星湖科技,2021-12-31,5.513,2022-01-05,4.248,90600,-23.0216%,-115040.28,2,信号
204,603803,瑞斯康达,2021-12-31,9.169,2022-01-05,7.7,54500,-16.0999%,-80489.33,2,信号
205,605033,美邦股份,2021-12-31,23.441,2022-01-05,23.177,21300,-1.2221%,-6104.96,2,信号
206,002354,天娱数科,2022-01-04,5.833,2022-01-07,6.407,85700,9.7289%,48657.04,3,信号
207,002694,ST顾地,2022-01-04,4.932,2022-01-11,6.047,101300,22.4729%,112343.75,5,信号
208,002907,华森制药,2022-01-04,18.779,2022-01-06,16.672,26600,-11.3123%,-56536.98,2,信号
209,600986,浙文互联,2022-01-04,9.005,2022-01-06,7.936,55500,-11.9540%,-59770.18,2,信号
210,000530,冰山冷热,2022-01-05,6.713,2022-01-10,6.367,74400,-5.2567%,-26269.16,3,信号
211,002246,北化股份,2022-01-05,10.99,2022-01-07,9.09,45400,-17.3707%,-86717.65,2,信号
212,002951,金时科技,2022-01-05,12.558,2022-01-07,10.097,39800,-19.6796%,-98411.65,2,信号
213,600880,博瑞传播,2022-01-05,8.707,2022-01-07,7.539,57400,-13.5019%,-67516.54,2,信号
214,600981,苏豪汇鸿,2022-01-05,4.037,2022-01-07,3.213,123800,-20.4814%,-102413.58,2,信号
215,600272,开开实业,2022-01-06,9.94,2022-01-14,14.808,50300,48.8213%,244219.14,6,信号
216,600996,贵广网络,2022-01-06,7.414,2022-01-10,6.187,67400,-16.6311%,-83144.66,2,信号
217,000558,天府文旅,2022-01-07,5.643,2022-01-11,4.298,88600,-23.9112%,-119604.71,2,信号
218,603123,翠微股份,2022-01-07,11.891,2022-01-12,12.289,42000,3.2430%,16204.44,3,信号
219,605069,正和生态,2022-01-07,18.84,2022-01-11,18.245,26500,-3.2578%,-16273.26,2,信号
220,600077,ST宋都,2022-01-10,3.802,2022-01-12,3.458,131500,-9.1293%,-45664.70,2,信号
221,600530,ST交昂,2022-01-10,5.371,2022-01-12,4.856,93000,-9.6816%,-48381.03,2,信号
222,600860,京城股份,2022-01-10,25.313,2022-01-12,22.399,19700,-11.5999%,-57872.90,2,信号
223,000620,盈新发展,2022-01-11,3.012,2022-01-17,3.658,166000,21.3517%,106792.81,4,信号
224,603616,韩建河山,2022-01-11,9.654,2022-01-13,8.055,51700,-16.6453%,-83118.52,2,信号
