代码,名称,买入日,买入价,卖出日,卖出价,股数,盈亏,净收益率,持有交易日,卖出原因
600121,郑州煤电,2022-11-29,5.683,2022-12-08,5.607,87900,-7145.39,-1.4297%,7,信号
002367,康力电梯,2022-12-01,6.578,2022-12-13,6.422,76000,-12388.0,-2.4766%,8,信号
002398,垒知集团,2022-12-01,6.058,2022-12-07,5.892,82500,-14185.88,-2.8370%,4,信号
002426,胜利精密,2022-12-01,2.961,2022-12-13,2.879,168800,-14489.8,-2.8971%,8,信号
600624,ST复华,2022-12-01,6.463,2022-12-15,6.527,77300,4406.87,0.8816%,10,信号
600824,益民集团,2022-12-01,3.682,2022-12-12,3.698,135800,1713.8,0.3426%,7,信号
000800,一汽解放,2022-12-02,8.659,2022-12-13,7.981,19200,-13183.49,-7.9255%,7,信号
002523,天桥起重,2022-12-02,3.217,2022-12-09,3.163,155400,-8761.45,-1.7519%,5,信号
603949,雪龙集团,2022-12-02,18.729,2022-12-15,19.06,26600,8304.79,1.6661%,9,信号
000599,青岛双星,2022-12-05,4.402,2022-12-13,4.318,200,-26.87,-3.0349%,6,信号
603589,口子窖,2022-12-05,49.85,2022-12-21,53.238,10000,33369.11,6.6906%,12,信号
603636,南威软件,2022-12-05,15.807,2022-12-12,15.311,100,-59.56,-3.7558%,5,信号
600221,海航控股,2022-12-07,1.781,2022-12-20,1.839,280700,15825.87,3.1643%,9,信号
601600,中国铝业,2022-12-07,4.249,2022-12-16,4.065,117600,-22145.73,-4.4296%,7,信号
600415,小商品城,2022-12-08,4.667,2022-12-16,4.073,107100,-64125.07,-12.8219%,6,信号
601933,永辉超市,2022-12-08,3.742,2022-12-19,3.648,133600,-13011.31,-2.6014%,7,信号
603068,博通集成,2022-12-08,32.276,2022-12-20,30.994,13300,-17466.5,-4.0668%,8,信号
603555,ST贵人,2022-12-08,4.042,2022-12-16,3.798,200,-58.78,-7.2269%,6,信号
002490,山东墨龙,2022-12-12,4.782,2022-12-19,4.648,104500,-14570.44,-2.9140%,5,信号
003003,天元股份,2022-12-12,10.261,2022-12-21,9.661,48700,-29703.21,-5.9410%,7,信号
600543,ST莫高,2022-12-12,6.303,2022-12-20,6.267,79300,-3375.8,-0.6750%,6,信号
600844,金煤科技,2022-12-12,3.442,2022-12-15,3.318,13700,-1736.61,-3.6812%,3,信号
603222,济民健康,2022-12-12,10.625,2022-12-16,10.055,47000,-27291.97,-5.4623%,4,信号
002219,新里程,2022-12-13,4.602,2022-12-20,4.048,108600,-60669.4,-12.1324%,5,信号
300165,天瑞仪器,2022-12-13,6.223,2022-12-20,5.357,80300,-69987.89,-13.9985%,5,信号
300535,达威股份,2022-12-13,15.213,2022-12-19,14.488,32800,-24262.17,-4.8600%,4,信号
600435,北方导航,2022-12-13,11.071,2022-12-19,10.45,45100,-28481.56,-5.7017%,4,信号
600812,华北制药,2022-12-14,8.209,2022-12-21,7.001,56700,-68902.42,-14.7958%,5,信号
000969,安泰科技,2022-12-15,8.704,2022-12-21,7.996,57400,-41138.59,-8.2297%,4,信号
002157,正邦科技,2022-12-15,4.532,2022-12-19,4.298,110300,-26342.96,-5.2669%,2,信号
002489,浙江永强,2022-12-15,3.672,2022-12-20,3.468,15400,-3189.96,-5.6385%,3,信号
000637,茂化实华,2022-12-16,5.803,2022-12-20,4.898,66700,-60743.71,-15.6860%,2,信号
000813,德展健康,2022-12-16,4.062,2022-12-21,3.838,123000,-28031.71,-5.6077%,3,信号
002771,真视通,2022-12-16,11.593,2022-12-23,11.291,43100,-13485.3,-2.6976%,5,信号
002210,飞马国际,2022-12-19,2.931,2022-12-21,2.499,170500,-74240.83,-14.8462%,2,信号
300460,ST惠伦,2022-12-19,12.036,2022-12-26,10.985,41500,-44115.34,-8.8276%,5,信号
603186,华正新材,2022-12-19,24.602,2022-12-23,22.339,20300,-46424.89,-9.2910%,4,信号
002393,力生制药,2022-12-20,13.618,2022-12-22,13.009,36700,-22813.72,-4.5625%,2,信号
002671,龙泉股份,2022-12-20,4.722,2022-12-23,4.388,105800,-35877.85,-7.1774%,3,信号
003030,祖名股份,2022-12-20,27.496,2022-12-26,26.079,18100,-26128.7,-5.2476%,4,信号
600663,陆家嘴,2022-12-20,10.683,2022-12-26,9.553,46800,-53363.06,-10.6677%,4,信号
600668,尖峰集团,2022-12-20,11.181,2022-12-26,10.562,44700,-28149.47,-5.6296%,4,信号
002381,双箭股份,2022-12-21,5.673,2022-12-23,5.407,88100,-23882.15,-4.7762%,2,信号
300991,创益通,2022-12-21,13.627,2022-12-26,12.594,36600,-38291.66,-7.6738%,3,信号
000404,长虹华意,2022-12-22,4.862,2022-12-29,4.488,102800,-38997.19,-7.7978%,5,信号
002574,明牌珠宝,2022-12-26,5.713,2023-01-06,6.017,87500,26098.63,5.2184%,8,信号
002627,三峡旅游,2022-12-30,5.417,2023-01-06,5.371,92300,-4687.73,-0.9371%,4,信号
600576,祥源文旅,2022-12-30,7.174,2023-01-11,7.246,69700,4570.93,0.9137%,7,信号
000793,ST华闻,2023-01-04,2.54,2023-01-10,2.356,196800,-36781.14,-7.3537%,4,信号
002343,慈文传媒,2023-01-04,7.804,2023-01-11,6.517,64000,-82836.5,-16.5773%,5,信号
000596,古井贡酒,2023-01-09,278.479,2023-01-20,275.862,1700,-4920.38,-1.0388%,9,信号
002892,科力尔,2023-01-11,5.29,2023-02-15,5.59,94500,27888.85,5.5764%,20,信号
603129,春风动力,2023-01-11,119.55,2023-01-19,112.304,4100,-30183.59,-6.1549%,6,信号
002558,巨人网络,2023-01-12,7.675,2023-02-20,9.186,65100,97854.31,19.5755%,22,信号
002713,东易日盛,2023-01-12,4.812,2023-01-18,4.645,103800,-17901.04,-3.5818%,4,信号
600509,天富能源,2023-01-12,5.376,2023-01-18,5.2,93000,-16793.57,-3.3574%,4,信号
603227,雪峰科技,2023-01-12,9.275,2023-01-19,8.376,53900,-48922.35,-9.7815%,5,信号
002161,远望谷,2023-01-13,5.157,2023-02-07,5.841,96900,65795.31,13.1611%,12,信号
002957,科瑞技术,2023-01-13,16.208,2023-02-15,18.511,30800,70386.64,14.0926%,18,信号
002651,利君股份,2023-01-16,7.074,2023-02-07,7.916,70600,58951.72,11.7988%,11,信号
002806,华锋股份,2023-01-16,11.516,2023-02-14,13.193,43400,72273.6,14.4537%,16,信号
600973,宝胜股份,2023-01-16,5.253,2023-02-07,5.277,95100,1851.6,0.3705%,11,信号
603088,宁波精达,2023-01-16,7.564,2023-02-17,8.166,66100,39281.26,7.8529%,19,信号
000700,模塑科技,2023-01-17,4.312,2023-02-17,4.458,100,4.56,1.0457%,18,信号
000910,大亚圣象,2023-01-17,8.784,2023-01-20,8.446,44700,-15521.18,-3.9508%,3,信号
002400,省广集团,2023-01-17,4.701,2023-02-17,4.977,106300,28735.24,5.7470%,18,信号
002500,山西证券,2023-01-18,5.583,2023-02-03,5.457,83600,-10954.95,-2.3460%,7,信号
600559,老白干酒,2023-01-18,29.465,2023-01-31,28.066,16900,-24125.26,-4.8425%,4,信号
002670,国盛证券,2023-01-19,9.955,2023-02-03,9.115,50200,-42623.32,-8.5248%,6,信号
002882,金龙羽,2023-01-19,11.116,2023-02-23,17.971,37000,253113.73,61.5128%,20,信号
000936,华西股份,2023-01-20,5.363,2023-02-17,5.777,64500,26371.48,7.6204%,15,信号
002777,久远银海,2023-01-20,18.929,2023-02-09,18.621,26400,-8647.32,-1.7295%,9,信号
000831,中国稀土,2023-01-31,40.741,2023-02-13,42.11,11600,15394.92,3.2559%,9,信号
601728,中国电信,2023-01-31,4.111,2023-02-09,3.987,300,-47.21,-3.8128%,7,信号
000065,北方国际,2023-02-03,9.595,2023-02-16,9.645,43100,1756.76,0.4246%,9,信号
002463,沪电股份,2023-02-03,12.356,2023-02-24,13.813,40400,58330.75,11.6793%,15,信号
600355,ST精伦,2023-02-03,3.822,2023-02-15,3.808,100,-11.38,-2.9395%,8,信号
603059,倍加洁,2023-02-07,23.903,2023-02-16,23.259,20900,-13943.69,-2.7897%,7,信号
603500,祥和实业,2023-02-07,9.462,2023-02-20,9.745,52800,14456.27,2.8922%,9,信号
002224,三力士,2023-02-08,4.928,2023-02-17,4.674,100,-35.48,-7.1267%,7,信号
601789,宁波建工,2023-02-08,4.772,2023-02-17,4.718,104700,-6228.6,-1.2459%,7,信号
603686,福龙马,2023-02-08,11.025,2023-02-22,10.434,11400,-6856.62,-5.4529%,10,信号
601360,三六零,2023-02-09,9.307,2023-02-28,10.487,52900,61903.91,12.5676%,13,信号
000536,华映科技,2023-02-14,2.201,2023-02-23,2.219,227100,3538.22,0.7075%,7,信号
002131,利欧股份,2023-02-14,1.909,2023-02-28,1.987,261900,19931.64,3.9847%,10,信号
002228,合兴包装,2023-02-14,3.157,2023-02-22,2.984,19100,-3364.27,-5.5773%,6,信号
001226,拓山重工,2023-02-15,32.756,2023-02-28,32.604,15200,-2817.47,-0.5656%,9,信号
002116,中国海诚,2023-02-15,9.35,2023-02-27,9.049,10700,-3310.57,-3.3075%,8,信号
603998,方盛制药,2023-02-15,8.744,2023-02-27,8.906,57100,8699.19,1.7414%,8,信号
000682,东方电子,2023-02-16,9.251,2023-02-27,8.842,54000,-22576.97,-4.5174%,7,信号
002641,公元股份,2023-02-16,5.113,2023-02-24,5.067,78600,-3944.15,-0.9810%,6,信号
603978,深圳新星,2023-02-17,23.162,2023-02-27,22.379,21500,-17319.11,-3.4762%,6,信号
000411,英特集团,2023-02-20,12.518,2023-02-27,11.986,39900,-21725.71,-4.3475%,5,信号
002663,普邦股份,2023-02-20,2.161,2023-02-24,2.099,24000,-1542.24,-2.9720%,4,信号
002728,特一药业,2023-02-20,12.711,2023-03-08,11.735,39300,-38845.94,-7.7722%,12,信号
600751,海航科技,2023-02-20,2.793,2023-02-28,2.641,178900,-27807.15,-5.5616%,6,信号
603025,大豪科技,2023-02-20,16.725,2023-02-28,17.216,29800,14126.93,2.8330%,6,信号
603439,三力制药,2023-02-20,16.514,2023-02-27,15.408,30200,-33882.05,-6.7903%,5,信号
000581,威孚高科,2023-02-22,20.94,2023-03-03,18.931,8300,-16847.93,-9.6887%,7,信号
002572,索菲亚,2023-02-22,18.895,2023-03-06,19.016,100,2.1,0.1111%,8,信号
600395,盘江股份,2023-02-23,7.014,2023-03-07,6.807,71200,-15223.99,-3.0472%,8,信号
600624,ST复华,2023-02-23,6.683,2023-02-28,6.227,25200,-11665.33,-6.9229%,3,信号
601212,白银有色,2023-02-23,3.033,2023-03-06,2.88,164800,-25694.3,-5.1388%,7,信号
002665,ST航高,2023-02-24,4.152,2023-03-07,3.998,120400,-19041.26,-3.8070%,7,信号
000019,深粮控股,2023-02-27,7.634,2023-03-08,7.366,65400,-17985.0,-3.6006%,7,信号
600327,大东方,2023-02-27,4.993,2023-03-08,4.679,100100,-31999.17,-6.3986%,7,信号
605100,华丰股份,2023-02-27,10.334,2023-03-08,10.152,48300,-9297.08,-1.8617%,7,信号
605228,神通科技,2023-02-27,10.262,2023-03-06,9.462,48700,-39433.57,-7.8865%,5,信号
000532,华金资本,2023-02-28,12.411,2023-03-03,12.039,40200,-15454.89,-3.0961%,3,信号
002633,申科股份,2023-02-28,11.236,2023-03-06,10.805,44500,-19670.78,-3.9323%,4,信号
600766,退市园城,2023-02-28,17.039,2023-03-02,16.992,29300,-1876.08,-0.3756%,2,信号
601566,九牧王,2023-02-28,10.255,2023-03-10,9.945,48700,-15593.74,-3.1208%,8,信号
603093,南华期货,2023-02-28,8.106,2023-03-09,7.912,61600,-12444.31,-2.4909%,7,信号
603272,ST联翔,2023-02-28,20.21,2023-03-08,19.52,24700,-17530.34,-3.5100%,6,信号
002428,云南锗业,2023-03-01,11.796,2023-03-06,11.124,19200,-13112.07,-5.7866%,3,信号
600869,远东股份,2023-03-01,5.923,2023-03-15,5.717,84400,-17862.42,-3.5714%,10,信号
000989,九芝堂,2023-03-02,9.746,2023-03-13,9.056,51100,-35708.79,-7.1667%,7,信号
000782,恒申新材,2023-03-03,5.753,2023-03-13,5.047,200,-151.08,-13.0740%,6,信号
603206,嘉环科技,2023-03-03,17.419,2023-03-16,17.501,8000,520.64,0.3734%,9,信号
603803,瑞斯康达,2023-03-03,8.288,2023-03-16,8.41,60300,6832.11,1.3664%,9,信号
002886,沃特股份,2023-03-06,20.931,2023-03-15,20.081,23800,-20730.09,-4.1592%,7,信号
002918,蒙娜丽莎,2023-03-06,21.461,2023-03-10,19.6,6200,-11662.57,-8.7607%,4,信号
003037,三和管桩,2023-03-06,13.198,2023-03-15,12.755,37800,-17234.99,-3.4531%,7,信号
600103,青山纸业,2023-03-06,2.516,2023-03-13,2.434,198700,-16879.57,-3.3744%,5,信号
600072,中船科技,2023-03-07,16.71,2023-03-17,15.224,29900,-44907.84,-8.9836%,8,信号
002189,中光学,2023-03-08,17.689,2023-03-13,16.652,28200,-29732.4,-5.9575%,3,信号
002913,奥士康,2023-03-08,27.495,2023-03-15,27.737,18100,3887.3,0.7807%,5,信号
600373,中文传媒,2023-03-08,8.935,2023-04-11,10.526,55900,88352.1,17.6795%,23,信号
603108,润达医疗,2023-03-08,12.986,2023-03-31,15.402,38500,92462.01,18.4839%,17,信号
603126,中材节能,2023-03-08,8.476,2023-03-17,8.198,58900,-16885.1,-3.3804%,7,信号
002883,ST中设,2023-03-09,13.442,2023-03-15,12.629,25200,-20816.97,-6.1425%,4,信号
600006,东风股份,2023-03-09,6.475,2023-03-14,5.989,77200,-38018.23,-7.6015%,3,信号
300921,南凌科技,2023-03-10,12.822,2023-03-17,11.836,8300,-8288.86,-7.7845%,5,信号
601595,上海电影,2023-03-10,12.228,2023-05-11,34.625,40800,912824.18,182.8734%,40,信号
300561,汇金科技,2023-03-13,13.649,2023-03-21,12.366,36600,-47434.12,-9.4907%,6,信号
300564,筑博设计,2023-03-13,14.732,2023-03-17,12.869,28200,-52948.33,-12.7384%,4,信号
600105,永鼎股份,2023-03-13,4.346,2023-03-17,4.082,115000,-30869.23,-6.1731%,4,信号
600684,珠江股份,2023-03-13,3.962,2023-03-21,3.848,200,-32.78,-4.1110%,6,信号
000050,深天马Ａ,2023-03-14,10.185,2023-03-17,9.885,45300,-14046.17,-3.0428%,3,信号
002638,勤上股份,2023-03-15,2.681,2023-03-21,2.529,186400,-28931.15,-5.7856%,4,信号
002972,科安达,2023-03-15,12.92,2023-03-21,11.983,38600,-36666.26,-7.3483%,4,信号
603881,数据港,2023-03-15,12.95,2023-03-31,13.227,38600,10183.53,2.0361%,12,信号
000561,烽火电子,2023-03-16,10.845,2023-03-20,10.285,46100,-26329.1,-5.2635%,2,信号
003039,顺控发展,2023-03-16,18.794,2023-03-22,18.266,21900,-11980.62,-2.9093%,4,信号
603005,晶方科技,2023-03-16,25.002,2023-03-28,24.658,19900,-7356.24,-1.4778%,8,信号
002552,宝鼎科技,2023-03-17,17.029,2023-03-27,16.952,29300,-2753.61,-0.5516%,6,信号
002941,新疆交建,2023-03-17,14.767,2023-03-28,14.883,33800,3391.83,0.6792%,7,信号
603598,引力传媒,2023-03-22,11.136,2023-03-30,10.695,44900,-20287.17,-4.0555%,6,信号
002636,金安国纪,2023-03-23,9.13,2023-03-30,9.18,54700,2280.44,0.4564%,5,信号
002281,光迅科技,2023-03-24,25.243,2023-04-12,26.217,19800,18781.1,3.7558%,12,信号
002888,惠威科技,2023-03-24,16.202,2023-04-03,16.636,30800,12848.59,2.5735%,6,信号
301365,矩阵股份,2023-03-24,18.315,2023-03-31,17.377,27200,-25994.83,-5.2154%,5,信号
603018,华设集团,2023-03-24,7.481,2023-03-30,7.106,66800,-25490.02,-5.0984%,4,信号
601231,环旭电子,2023-03-27,17.349,2023-04-11,16.642,28800,-20850.92,-4.1711%,10,信号
603986,兆易创新,2023-03-27,116.248,2023-03-29,106.317,4300,-43183.02,-8.6346%,2,信号
000676,智度股份,2023-03-28,7.204,2023-03-31,6.617,69400,-41211.12,-8.2393%,3,信号
002410,广联达,2023-03-29,49.357,2023-04-10,49.693,10100,2898.2,0.5811%,7,信号
603829,洛凯股份,2023-03-30,13.752,2023-04-04,12.679,36300,-39437.42,-7.8963%,3,信号
002524,光正眼科,2023-03-31,7.354,2023-04-13,7.416,67900,3750.12,0.7507%,8,信号
000566,海南海药,2023-04-04,5.193,2023-04-18,5.207,96200,923.52,0.1848%,9,信号
603059,倍加洁,2023-04-04,26.454,2023-04-14,24.888,18900,-30095.25,-6.0162%,7,信号
000560,我爱我家,2023-04-06,3.368,2023-04-18,3.364,148400,-999.03,-0.1998%,8,信号
002232,启明信息,2023-04-06,18.215,2023-04-14,17.617,27400,-16873.8,-3.3792%,6,信号
002474,榕基软件,2023-04-06,9.925,2023-04-11,9.425,50300,-25620.31,-5.1294%,3,信号
300303,聚飞光电,2023-04-07,5.667,2023-04-17,5.101,88200,-50341.75,-10.0671%,6,信号
002653,海思科,2023-04-11,26.551,2023-04-21,26.225,18800,-6632.19,-1.3280%,8,信号
002851,麦格米特,2023-04-11,29.239,2023-04-24,29.299,17100,538.0,0.1076%,9,信号
600612,老凤祥,2023-04-11,52.246,2023-04-24,52.974,9500,6410.41,1.2909%,9,信号
300789,唐源电气,2023-04-12,16.942,2023-04-18,14.997,29500,-57847.71,-11.5683%,4,信号
300991,创益通,2023-04-14,16.938,2023-04-24,14.513,29500,-72022.79,-14.4064%,6,信号
600704,物产中大,2023-04-17,4.493,2023-04-26,4.679,111200,20108.08,4.0224%,7,信号
603663,三祥新材,2023-04-17,7.861,2023-04-24,7.481,63600,-24634.96,-4.9250%,5,信号
688247,宣泰医药,2023-04-17,16.209,2023-04-21,15.073,30800,-35459.49,-7.0991%,4,信号
300120,经纬辉开,2023-04-18,8.204,2023-04-24,7.536,60900,-41152.58,-8.2325%,4,信号
000686,东北证券,2023-04-19,7.464,2023-04-25,6.777,66900,-46444.67,-9.2969%,4,信号
000960,锡业股份,2023-04-19,16.178,2023-04-24,14.713,30900,-45759.51,-9.1491%,3,信号
002330,得利斯,2023-04-19,6.673,2023-04-26,6.197,60700,-29310.22,-7.2322%,5,信号
600777,新潮能源,2023-04-19,2.721,2023-04-25,2.659,183700,-12010.31,-2.4013%,4,信号
600918,中泰证券,2023-04-19,7.513,2023-04-25,7.175,66500,-22921.76,-4.5857%,4,信号
000404,长虹华意,2023-04-24,5.923,2023-05-08,5.507,84400,-35568.7,-7.1116%,7,信号
301048,金鹰重工,2023-04-25,12.638,2023-05-11,12.506,39500,-5733.19,-1.1479%,9,信号
600062,华润双鹤,2023-04-25,18.614,2023-05-09,18.676,26800,1144.63,0.2293%,7,信号
600072,中船科技,2023-04-25,17.301,2023-05-15,22.781,28900,157791.61,31.5433%,11,信号
603168,莎普爱思,2023-04-25,9.767,2023-05-08,8.548,51100,-62766.86,-12.5700%,6,信号
000950,重药控股,2023-04-26,6.754,2023-05-12,7.037,74000,20439.4,4.0873%,9,信号
002011,盾安环境,2023-04-26,14.037,2023-05-08,13.403,35600,-23048.87,-4.6101%,5,信号
301101,明月镜片,2023-04-26,43.354,2023-05-10,40.578,11500,-32406.2,-6.4966%,7,信号
600651,飞乐音响,2023-04-26,4.432,2023-05-10,4.578,112800,15903.68,3.1794%,7,信号
600959,江苏有线,2023-04-26,3.489,2023-04-28,3.415,143300,-11020.35,-2.2032%,2,信号
603156,养元饮品,2023-04-26,19.702,2023-05-18,20.222,25300,12651.93,2.5370%,13,信号
603215,比依股份,2023-04-27,16.411,2023-05-09,15.505,30400,-28026.25,-5.6148%,5,信号
300545,联得装备,2023-04-28,23.862,2023-05-10,22.269,20900,-33777.13,-6.7695%,5,信号
603121,华培动力,2023-04-28,7.264,2023-05-17,7.426,11900,1848.19,2.1371%,10,信号
002423,中粮资本,2023-05-08,8.887,2023-05-22,8.189,56200,-39737.68,-7.9519%,10,信号
600016,民生银行,2023-05-08,3.321,2023-05-17,3.237,150500,-13026.98,-2.6053%,7,信号
600020,中原高速,2023-05-08,3.404,2023-05-17,3.35,111100,-6305.37,-1.6666%,7,信号
603018,华设集团,2023-05-09,8.875,2023-05-15,7.899,56300,-55442.79,-11.0900%,4,信号
603227,雪峰科技,2023-05-09,9.595,2023-05-19,8.846,49100,-37239.41,-7.9008%,8,信号
600482,中国动力,2023-05-10,17.544,2023-05-15,16.937,28500,-17797.68,-3.5578%,3,信号
601995,中金公司,2023-05-11,44.892,2023-05-18,43.018,11100,-21288.81,-4.2701%,5,信号
002846,英联股份,2023-05-12,9.116,2023-05-24,9.486,54800,19804.62,3.9626%,8,信号
002445,中南文化,2023-05-15,2.691,2023-05-17,2.569,185700,-23260.79,-4.6519%,2,信号
600187,ST国中,2023-05-15,2.731,2023-05-24,2.729,183000,-999.18,-0.1998%,7,信号
600609,金杯汽车,2023-05-15,5.06,2023-05-22,4.625,98800,-43440.79,-8.6859%,5,信号
605011,杭州热电,2023-05-16,17.929,2023-06-07,35.602,27800,490571.71,98.3752%,16,信号
600331,宏达股份,2023-05-17,3.672,2023-06-21,4.718,136100,141763.16,28.3534%,25,信号
002395,双象股份,2023-05-18,9.535,2023-05-24,8.826,52400,-37642.07,-7.5303%,4,信号
002953,日丰股份,2023-05-18,9.43,2023-05-25,9.266,53000,-9152.89,-1.8305%,5,信号
600503,华丽家族,2023-05-18,3.248,2023-05-25,3.064,153900,-28673.42,-5.7340%,5,信号
300722,新余国科,2023-05-19,21.726,2023-05-30,20.872,23000,-20138.74,-4.0282%,7,信号
600310,广西能源,2023-05-19,3.282,2023-06-07,4.128,152300,128326.49,25.6631%,13,信号
000678,襄阳轴承,2023-05-22,5.603,2023-05-30,5.497,89200,-9910.12,-1.9819%,6,信号
300455,航天智装,2023-05-22,11.431,2023-05-30,11.089,43700,-15405.13,-3.0824%,6,信号
300549,优德精密,2023-05-22,16.188,2023-05-31,17.791,30800,48849.43,9.7926%,7,信号
002406,远东传动,2023-05-23,5.143,2023-05-30,4.818,97200,-32072.12,-6.4130%,5,信号
001288,运机集团,2023-05-24,11.751,2023-05-30,11.582,17700,-3191.89,-1.5339%,4,信号
002272,川润股份,2023-05-24,6.433,2023-05-30,6.287,77700,-11866.35,-2.3727%,4,信号
003042,中农联合,2023-05-24,22.711,2023-06-02,22.169,22000,-12427.36,-2.4860%,7,信号
600032,浙江新能,2023-05-24,11.572,2023-06-01,11.9,43200,13674.01,2.7340%,6,信号
603211,晋拓股份,2023-05-24,16.736,2023-06-05,14.781,29800,-58751.19,-11.7740%,8,信号
300446,航天智造,2023-05-25,13.777,2023-05-31,12.684,36200,-40053.86,-8.0273%,4,信号
002868,绿康生化,2023-05-26,38.189,2023-05-31,35.092,12100,-37912.7,-8.2005%,3,信号
600903,贵州燃气,2023-05-29,9.094,2023-06-02,8.595,100,-59.88,-6.5494%,4,信号
600283,钱江水利,2023-05-30,11.256,2023-06-07,10.002,44400,-56133.02,-11.2266%,6,信号
600509,天富能源,2023-05-31,7.407,2023-06-07,6.9,67500,-34715.66,-6.9403%,5,信号
002069,獐子岛,2023-06-01,4.562,2023-06-07,4.198,109500,-40379.23,-8.0788%,4,信号
002101,广东鸿图,2023-06-01,17.734,2023-06-08,17.306,28100,-12505.63,-2.5083%,5,信号
600083,ST博信,2023-06-01,8.554,2023-06-07,7.146,58400,-82676.9,-16.5414%,4,信号
600505,西昌电力,2023-06-01,8.889,2023-06-07,8.591,56200,-17280.38,-3.4572%,4,信号
600575,淮河能源,2023-06-01,2.491,2023-06-06,2.309,200700,-37089.37,-7.4143%,3,信号
605298,必得科技,2023-06-01,11.256,2023-06-15,11.667,44400,17763.42,3.5527%,10,信号
002889,东方嘉盛,2023-06-02,9.71,2023-06-20,10.051,5600,1854.94,3.4097%,12,信号
300895,铜牛信息,2023-06-02,36.018,2023-06-16,36.142,13800,1212.19,0.2438%,10,信号
603228,景旺电子,2023-06-02,25.043,2023-06-16,24.038,19900,-20478.7,-4.1073%,10,信号
002892,科力尔,2023-06-06,6.314,2023-06-14,6.273,63800,-3036.05,-0.7533%,6,信号
002993,奥海科技,2023-06-06,27.918,2023-06-27,29.849,17900,34049.96,6.8102%,13,信号
001308,康冠科技,2023-06-07,27.604,2023-06-14,27.246,18100,-6965.79,-1.3935%,5,信号
605180,华生科技,2023-06-07,12.616,2023-06-15,12.544,39600,-3372.34,-0.6747%,6,信号
688786,悦安新材,2023-06-07,23.263,2023-06-14,22.436,21400,-18183.54,-3.6508%,5,信号
002806,华锋股份,2023-06-08,12.466,2023-06-16,12.234,40100,-9812.47,-1.9619%,6,信号
002989,中天精装,2023-06-08,16.018,2023-06-15,15.242,31200,-24687.32,-4.9373%,5,信号
603110,东方材料,2023-06-08,26.983,2023-06-16,25.237,18500,-32786.08,-6.5645%,6,信号
603256,宏和科技,2023-06-08,8.256,2023-06-16,7.908,60500,-21547.93,-4.3118%,6,信号
301049,超越科技,2023-06-12,23.182,2023-06-20,22.929,21500,-5936.37,-1.1905%,6,信号
600278,东方创业,2023-06-13,7.419,2023-06-20,7.031,50700,-19998.62,-5.3143%,5,信号
002906,华阳集团,2023-06-14,29.995,2023-07-17,33.213,16600,52900.73,10.6191%,21,信号
603286,日盈电子,2023-06-14,17.869,2023-06-19,17.031,27900,-23851.72,-4.7819%,3,信号
605198,安德利,2023-06-14,18.689,2023-06-20,17.911,20100,-16011.66,-4.2602%,4,信号
000665,湖北广电,2023-06-15,6.103,2023-06-21,5.807,81900,-24726.43,-4.9444%,4,信号
002717,ST岭南,2023-06-15,3.612,2023-06-26,3.338,138400,-38329.89,-7.6641%,5,信号
601116,三江购物,2023-06-15,13.507,2023-06-21,11.654,36200,-67518.81,-13.8022%,4,信号
000952,广济药业,2023-06-16,8.054,2023-06-26,7.696,51200,-18726.4,-4.5389%,4,信号
002456,欧菲光,2023-06-16,5.513,2023-06-30,5.457,90600,-5523.88,-1.1054%,8,信号
600059,古越龙山,2023-06-16,10.515,2023-06-26,10.135,47500,-18555.88,-3.7132%,4,信号
600601,方正科技,2023-06-16,3.202,2023-06-26,2.899,156100,-47782.22,-9.5561%,4,信号
603630,拉芳家化,2023-06-16,16.392,2023-06-26,15.276,30500,-34515.88,-6.9003%,4,信号
002068,黑猫股份,2023-06-19,10.785,2023-07-13,11.564,44000,33776.61,7.1139%,16,信号
002823,凯中精密,2023-06-20,10.557,2023-06-26,9.267,47300,-61481.69,-12.3060%,2,信号
002833,弘亚数控,2023-06-20,16.598,2023-07-04,16.332,16000,-4526.88,-1.7037%,8,信号
600215,派斯林,2023-06-20,7.649,2023-07-04,8.171,100,42.21,5.4825%,8,信号
603990,麦迪科技,2023-06-20,16.956,2023-06-29,15.785,29400,-34919.59,-7.0011%,5,信号
000962,东方钽业,2023-06-21,12.373,2023-07-05,11.721,40400,-26829.4,-5.3645%,8,信号
001209,洪兴股份,2023-06-21,15.727,2023-06-27,13.312,2500,-6072.6,-15.4374%,2,信号
301123,奕东电子,2023-06-21,28.797,2023-06-28,25.56,17300,-56473.37,-11.3299%,3,信号
600609,金杯汽车,2023-06-21,5.17,2023-07-10,5.214,96700,3830.87,0.7659%,11,信号
600592,龙溪股份,2023-06-26,9.628,2023-07-07,9.918,51900,14555.57,2.9115%,9,信号
603319,美湖股份,2023-06-26,11.473,2023-06-29,10.948,43500,-23334.28,-4.6733%,3,信号
603703,盛洋科技,2023-06-26,11.894,2023-07-04,10.023,42000,-79040.49,-15.8146%,6,信号
603863,松炀资源,2023-06-26,20.01,2023-07-10,20.55,24900,12934.06,2.5946%,10,信号
002590,万安科技,2023-06-27,9.86,2023-07-19,12.269,26900,64502.72,24.3072%,16,信号
002851,麦格米特,2023-06-27,35.321,2023-07-06,34.886,14100,-6629.91,-1.3306%,7,信号
300460,ST惠伦,2023-06-27,11.626,2023-07-13,11.874,43000,10169.5,2.0333%,12,信号
