买入日,代码,名称,开盘净收益,开盘毛收益,收盘净收益,最高毛收益,信号日成交额
2026-05-06,300785,值得买,0.7369%,0.9378%,5.9874%,6.9946%,503664156
2026-05-06,300819,聚杰微纤,-0.0129%,0.1872%,19.8294%,20.0494%,446068245
2026-05-06,300821,东岳硅材,-1.9748%,-1.7766%,-2.4185%,-0.5711%,1269458999
2026-05-06,300842,帝科股份,-0.2000%,0.0000%,0.8190%,2.2082%,1128710035
2026-05-06,300911,亿田智能,1.6501%,1.8519%,9.2042%,17.0679%,278544640
2026-05-06,301179,泽宇智能,1.6747%,1.8765%,3.2160%,4.1700%,303865504
2026-05-06,301293,三博脑科,-0.4093%,-0.2096%,3.5837%,4.3114%,684888302
2026-05-06,301382,蜂助手,-0.2000%,0.0000%,3.3045%,3.9904%,852259943
2026-05-06,301479,弘景光电,-0.1142%,0.0859%,6.6084%,10.2985%,306930629
2026-05-06,301536,星宸科技,0.0088%,0.2090%,2.2819%,3.7613%,1229326461
2026-05-06,600078,澄星股份,1.4687%,1.6703%,-2.8117%,1.6703%,490004898
2026-05-06,600683,京投发展,1.8021%,2.0040%,4.4047%,6.2124%,609305669
2026-05-06,600769,祥龙电业,-0.6823%,-0.4828%,4.2012%,5.6126%,347252834
2026-05-06,600982,宁波能源,-0.6905%,-0.4910%,1.1081%,2.7823%,572893545
2026-05-06,601133,柏诚股份,-1.0855%,-0.8864%,4.9448%,5.8675%,812460036
2026-05-06,603122,合富中国,-0.2000%,0.0000%,1.0858%,1.6088%,323924910
2026-05-06,603211,晋拓股份,0.0893%,0.2895%,-0.2000%,2.3161%,383532387
2026-05-06,603328,依顿电子,0.5632%,0.7639%,6.2441%,9.5060%,608645759
2026-05-06,603598,引力传媒,-0.1542%,0.0458%,9.7718%,9.9817%,389023445
2026-05-06,603767,中马传动,-1.6727%,-1.4742%,-1.3781%,0.6880%,354755119
2026-05-06,605077,华康股份,-1.0607%,-0.8616%,2.7839%,3.2165%,303602985
2026-05-06,605123,派克新材,0.9844%,1.1855%,1.5359%,3.4389%,915954408
2026-05-06,688028,沃尔德,0.3903%,0.5908%,3.8987%,6.8844%,1047420129
2026-05-06,688063,派能科技,-0.4858%,-0.2861%,-1.7535%,-0.0124%,1152165319
2026-05-06,688148,芳源股份,-1.2674%,-1.0686%,-1.1785%,0.5343%,478918386
2026-05-06,688262,国芯科技,-0.0034%,0.1967%,1.8143%,2.7785%,985400268
2026-05-06,688353,华盛锂电,-0.2000%,0.0000%,-3.1978%,1.0503%,996008462
2026-05-06,688359,三孚新科,0.1761%,0.3764%,3.6379%,5.2124%,523161421
2026-05-06,688365,光云科技,1.5065%,1.7082%,12.5740%,16.1542%,440764727
2026-05-06,688418,震有科技,0.1079%,0.3082%,4.1926%,7.0886%,537833532
2026-05-07,000026,飞亚达,-1.4890%,-1.2903%,6.1378%,7.9570%,380642080
2026-05-07,000420,吉林化纤,-1.2741%,-1.0753%,-1.8112%,0.1792%,1352270250
2026-05-07,000533,顺钠股份,-0.2717%,-0.0718%,-3.7140%,-0.0718%,932113414
2026-05-07,000600,建投能源,-1.2214%,-1.0225%,-0.9150%,1.4315%,611332911
2026-05-07,000601,韶能股份,-0.6168%,-0.4172%,0.7727%,4.0334%,720208988
2026-05-07,000690,宝新能源,-0.9372%,-0.7380%,-1.6745%,2.9520%,849351419
2026-05-07,000980,众泰汽车,-1.7193%,-1.5209%,0.1799%,3.4221%,795036919
2026-05-07,001280,中国铀业,-1.2694%,-1.0705%,-1.2694%,0.9309%,1381996924
2026-05-07,002009,天奇股份,-0.6492%,-0.4497%,9.8064%,10.0164%,666868614
2026-05-07,002132,恒星科技,-2.1390%,-1.9410%,9.8831%,10.0932%,568641562
2026-05-07,002151,北斗星通,-0.9030%,-0.7037%,-0.2000%,0.4313%,1848549297
2026-05-07,002300,太阳电缆,-1.1127%,-0.9137%,-0.8085%,0.2030%,398462668
2026-05-07,002310,东方新能,-2.0386%,-1.8405%,-1.4257%,2.4540%,1259660745
2026-05-07,002380,科远智慧,-0.4463%,-0.2466%,-1.5411%,1.1781%,376427359
2026-05-07,002426,胜利精密,-0.6995%,-0.5000%,0.5493%,2.5000%,777765092
2026-05-07,002448,中原内配,-1.0774%,-0.8783%,0.8028%,1.3174%,460244986
2026-05-07,002559,亚威股份,-1.1151%,-0.9161%,-1.2066%,-0.2748%,363585506
2026-05-07,002611,东方精工,-1.0349%,-0.8357%,3.6406%,6.4631%,1028293950
2026-05-07,002645,华宏科技,-3.3264%,-3.1296%,1.4348%,2.3830%,1195874628
2026-05-07,002676,顺威股份,-0.9684%,-0.7692%,4.1547%,5.3846%,337802669
2026-05-07,002810,山东赫达,-2.1023%,-1.9043%,-2.4482%,0.2077%,540677621
2026-05-07,002922,伊戈尔,-1.5639%,-1.3653%,-1.1876%,0.4237%,978289580
2026-05-07,002957,科瑞技术,-3.8680%,-3.6718%,-0.5756%,0.8626%,1680296030
2026-05-07,300088,长信科技,-1.3115%,-1.1127%,0.2169%,0.8345%,1360280558
2026-05-07,300182,捷成股份,0.9534%,1.1545%,-0.6943%,1.4844%,1190564162
2026-05-07,300185,通裕重工,-1.3935%,-1.1947%,-1.6919%,-0.5974%,824841507
2026-05-07,300201,海伦哲,-0.5057%,-0.3060%,-1.8815%,0.3826%,662865210
2026-05-07,300203,聚光科技,1.3456%,1.5471%,-0.6215%,1.5471%,326702357
2026-05-07,300222,科大智能,-1.1372%,-0.9382%,-3.3243%,-0.9382%,703536679
2026-05-07,300252,金信诺,-1.7203%,-1.5219%,1.3838%,2.0292%,773211411
2026-05-07,300253,卫宁健康,1.6301%,1.8319%,2.5990%,9.1595%,881464834
2026-05-07,300263,隆华科技,-1.5236%,-1.3250%,-0.8177%,0.3533%,767968397
2026-05-07,300322,硕贝德,-1.6572%,-1.4587%,-0.8821%,1.5829%,1252563856
2026-05-07,300328,宜安科技,-1.3346%,-1.1357%,-1.2805%,-0.1622%,908513489
2026-05-07,300382,斯莱克,-1.6322%,-1.4337%,-1.2145%,0.6571%,640000348
2026-05-07,300393,中来股份,-1.5720%,-1.3734%,0.5718%,2.5751%,786286809
2026-05-07,300397,天和防务,-1.7644%,-1.5660%,3.3014%,5.9657%,384993404
2026-05-07,300461,田中精机,-0.5804%,-0.3808%,7.2282%,12.9851%,674226325
2026-05-07,300531,优博讯,-0.7791%,-0.5797%,-0.5860%,0.0000%,461712022
2026-05-07,300576,容大感光,-1.6960%,-1.4975%,-2.6527%,-0.9804%,469257983
2026-05-07,300602,飞荣达,-1.3573%,-1.1585%,-1.6203%,-0.2106%,1279473292
2026-05-07,300607,拓斯达,-1.2509%,-1.0520%,3.6098%,8.5804%,665632890
2026-05-07,300709,精研科技,-1.2654%,-1.0665%,0.3328%,1.2057%,478967163
2026-05-07,300739,明阳电路,-1.9071%,-1.7088%,0.8926%,2.4949%,759468704
2026-05-07,300747,锐科激光,-2.2844%,-2.0866%,0.4682%,1.7121%,1172546433
2026-05-07,300788,中信出版,-0.5430%,-0.3433%,-3.8872%,0.9728%,353373531
2026-05-07,300872,天阳科技,-0.5128%,-0.3132%,5.7440%,6.7328%,586228158
2026-05-07,301282,金禄电子,-1.2055%,-1.0065%,4.0047%,5.5377%,417144837
2026-05-07,301293,三博脑科,0.2467%,0.4471%,0.9960%,1.6876%,764290469
2026-05-07,301312,智立方,-4.7338%,-4.5384%,4.5474%,5.9731%,686953995
2026-05-07,301566,达利凯普,-0.1218%,0.0783%,0.5429%,1.7613%,474688645
2026-05-07,600552,凯盛科技,-1.1669%,-0.9679%,-0.5021%,0.4840%,1163903615
2026-05-07,600769,祥龙电业,-1.8746%,-1.6763%,2.6873%,3.2370%,402949474
2026-05-07,600776,东方通信,-1.3882%,-1.1895%,4.3268%,9.6290%,960695240
2026-05-07,601330,绿色动力,-0.0859%,0.1142%,-1.2263%,1.0274%,459854863
2026-05-07,603050,科林电气,-2.0207%,-1.8225%,-0.2413%,2.5681%,530730921
2026-05-07,603269,海鸥股份,-0.3738%,-0.1740%,-1.3260%,0.3564%,498372725
2026-05-07,603319,美湖股份,-0.6252%,-0.4256%,0.1502%,1.0766%,1279182008
2026-05-07,603686,福龙马,0.3075%,0.5079%,1.2209%,2.4382%,671228881
2026-05-07,688035,德邦科技,-2.4551%,-2.2574%,0.3195%,2.0291%,791842242
2026-05-07,688226,威腾电气,-1.1930%,-0.9940%,-4.1377%,0.7712%,665698649
2026-05-07,688299,长阳科技,-0.2000%,0.0000%,0.2088%,0.7673%,381321404
2026-05-07,688308,欧科亿,-2.9344%,-2.7372%,-2.6698%,-0.6475%,1305786296
2026-05-07,688416,恒烁股份,-2.8257%,-2.6283%,1.3018%,2.8441%,546104846
2026-05-07,688456,有研粉材,-1.2431%,-1.0442%,7.9926%,9.6626%,403659137
2026-05-07,688478,晶升股份,-0.1787%,0.0213%,-0.6039%,3.4263%,370245238
2026-05-07,688603,天承科技,-1.4953%,-1.2967%,-2.6167%,2.5353%,661825517
2026-05-07,688609,九联科技,-0.7555%,-0.5561%,1.5592%,1.8536%,287162663
2026-05-07,688757,胜科纳米,-0.2000%,0.0000%,6.6541%,10.4096%,353982858
2026-05-07,688783,西安奕材-U,-1.4691%,-1.2704%,11.0773%,13.3938%,724631476
2026-05-08,000711,ST京蓝,1.0334%,1.2346%,4.7334%,4.9383%,1024244263
2026-05-08,001314,亿道信息,-0.4945%,-0.2948%,0.9608%,2.4973%,416967843
2026-05-08,002036,联创电子,1.6961%,1.8980%,3.7107%,7.5919%,474713726
2026-05-08,002040,南京港,-1.3315%,-1.1327%,-1.7087%,-0.7551%,355369065
2026-05-08,002164,宁波东力,0.8979%,1.0989%,0.9710%,2.5641%,378860547
2026-05-08,002334,英威腾,6.5729%,6.7797%,9.8384%,10.0484%,458219510
2026-05-08,002611,东方精工,-0.2000%,0.0000%,2.2121%,4.2387%,1572250654
2026-05-08,002676,顺威股份,-0.2000%,0.0000%,-6.3363%,0.4914%,498800995
2026-05-08,002896,中大力德,-1.2532%,-1.0543%,-0.7792%,0.1977%,1260496110
2026-05-08,002931,锋龙股份,-0.6435%,-0.4440%,-3.1778%,-0.4440%,993464236
2026-05-08,300007,汉威科技,-0.1788%,0.0212%,-2.0817%,0.0423%,1265052810
2026-05-08,300397,天和防务,-0.3439%,-0.1441%,-0.4878%,0.8646%,543544236
2026-05-08,300403,汉宇集团,-0.3694%,-0.1696%,-0.7931%,0.0848%,259445704
2026-05-08,300465,高伟达,-0.0034%,0.1967%,0.4551%,2.3607%,442112238
2026-05-08,300539,横河精密,6.7982%,7.0051%,6.7661%,15.0707%,404792129
2026-05-08,300598,诚迈科技,-1.3628%,-1.1640%,-1.1352%,0.3543%,568835432
2026-05-08,300626,华瑞股份,1.7936%,1.9955%,4.8550%,5.5946%,278201837
2026-05-08,300680,隆盛科技,0.7200%,0.9208%,-0.3618%,1.5207%,497148985
2026-05-08,300767,震安科技,1.9952%,2.1974%,-3.0883%,3.0840%,401846731
2026-05-08,300809,华辰装备,-0.2000%,0.0000%,-1.9233%,0.4525%,380168675
2026-05-08,300939,秋田微,-0.1764%,0.0235%,7.1356%,11.6733%,328492588
2026-05-08,300969,恒帅股份,-0.2981%,-0.0982%,2.6528%,5.0029%,463716404
2026-05-08,301188,力诺药包,-0.2000%,0.0000%,19.8508%,20.0708%,676424150
2026-05-08,301196,唯科科技,1.6974%,1.8993%,1.6013%,4.0234%,539745361
2026-05-08,301349,信德新材,-0.2179%,-0.0179%,2.7978%,4.6379%,265391742
2026-05-08,301479,弘景光电,4.7813%,4.9863%,1.0440%,7.2683%,402118429
2026-05-08,301499,维科精密,0.7447%,0.9456%,1.9781%,5.2009%,281503530
2026-05-08,301529,福赛科技,-2.1054%,-1.9073%,3.4924%,5.7718%,583281416
2026-05-08,600184,光电股份,4.9227%,5.1278%,9.8034%,10.0133%,1059763306
2026-05-08,600730,ST高科,4.8047%,5.0096%,4.8047%,5.0096%,316358226
2026-05-08,600756,浪潮软件,-0.8858%,-0.6865%,-1.6859%,-0.2860%,456792614
2026-05-08,600776,东方通信,0.0707%,0.2709%,1.1533%,4.4974%,1430780050
2026-05-08,601199,江南水务,-1.3297%,-1.1309%,1.5753%,2.9079%,330150747
2026-05-08,603052,可川科技,1.9265%,2.1286%,-3.0875%,4.7390%,822065099
2026-05-08,603124,江南新材,-0.7944%,-0.5951%,-1.2774%,1.5025%,521697280
2026-05-08,603267,鸿远电子,-0.0413%,0.1588%,0.5406%,3.3886%,717513030
2026-05-08,605123,派克新材,1.0691%,1.2703%,1.4635%,3.2100%,709422684
2026-05-08,688160,步科股份,-0.8632%,-0.6639%,-1.3954%,-0.0246%,663847860
2026-05-08,688556,高测股份,-0.6001%,-0.4005%,0.3336%,3.3378%,808124233
2026-05-08,688584,上海合晶,-0.5842%,-0.3846%,6.4854%,7.9997%,745134488
2026-05-11,000528,柳工,-1.1189%,-0.9199%,-4.9989%,-0.2044%,1342295048
2026-05-11,000539,粤电力Ａ,-1.1514%,-0.9524%,-0.0640%,2.8571%,1426926803
2026-05-11,000620,盈新发展,-0.2000%,0.0000%,-1.7907%,0.0000%,1087273675
2026-05-11,000690,宝新能源,-0.9252%,-0.7260%,-1.2878%,1.4519%,912893175
2026-05-11,000980,众泰汽车,-3.4458%,-3.2491%,-1.2819%,1.0830%,1271856777
2026-05-11,002023,海特高新,-1.0044%,-0.8053%,-2.7596%,-0.5857%,937573527
2026-05-11,002036,联创电子,-1.1123%,-0.9132%,-1.2263%,0.0000%,684185717
2026-05-11,002127,南极电商,-2.1028%,-1.9048%,-5.2742%,-0.9524%,344474745
2026-05-11,002285,世联行,0.1028%,0.3030%,1.0110%,2.1212%,332269546
2026-05-11,002350,北京科锐,-0.9486%,-0.7494%,-4.4613%,-0.7494%,779369550
2026-05-11,002489,浙江永强,-0.9845%,-0.7853%,-4.1227%,1.5707%,599135826
2026-05-11,002617,露笑科技,-0.0792%,0.1209%,0.5248%,1.9347%,890066366
2026-05-11,002706,良信股份,1.3932%,1.5948%,0.9740%,6.5469%,1009442283
2026-05-11,002741,光华科技,0.1951%,0.3954%,-1.3851%,0.4833%,767763840
2026-05-11,002815,崇达技术,-0.2000%,0.0000%,-0.3244%,0.9969%,1105343712
2026-05-11,002997,瑞鹄模具,-0.7983%,-0.5990%,-1.9951%,-0.0285%,703061880
2026-05-11,300005,探路者,-0.4646%,-0.2649%,4.4312%,5.8278%,819224632
2026-05-11,300006,莱美药业,-0.8072%,-0.6079%,-2.1737%,2.2796%,387280368
2026-05-11,300084,海默科技,0.1157%,0.3160%,4.1401%,5.6082%,372266041
2026-05-11,300128,锦富技术,-0.2000%,0.0000%,1.1895%,2.2253%,542468590
2026-05-11,300151,昌红科技,-0.1486%,0.0514%,1.2375%,2.8777%,474673840
2026-05-11,300204,舒泰神,-0.6481%,-0.4486%,-3.9574%,0.0000%,1173618113
2026-05-11,300222,科大智能,-0.5073%,-0.3077%,-3.3506%,0.6154%,601527755
2026-05-11,300424,航新科技,-0.3009%,-0.1010%,-1.7136%,0.5556%,452091795
2026-05-11,300436,广生堂,-0.5686%,-0.3690%,-3.1236%,1.7945%,1028192379
2026-05-11,300520,科大国创,-1.2643%,-1.0654%,-5.3191%,0.3551%,1037871110
2026-05-11,300725,药石科技,-1.2130%,-1.0141%,-1.4601%,0.6678%,661375011
2026-05-11,300842,帝科股份,0.5351%,0.7358%,-2.9361%,1.6249%,1108951334
2026-05-11,301012,扬电科技,-0.5949%,-0.3954%,-3.4650%,0.3163%,641564693
2026-05-11,301021,英诺激光,-1.3011%,-1.1022%,-2.7944%,0.2567%,702391638
2026-05-11,301230,泓博医药,-1.1052%,-0.9062%,2.2639%,3.1232%,394507347
2026-05-11,301349,信德新材,-0.3718%,-0.1720%,-0.2000%,0.9972%,265635248
2026-05-11,301607,富特科技,0.1715%,0.3718%,-0.6467%,0.7046%,343433209
2026-05-11,600237,铜峰电子,-0.3056%,-0.1057%,-1.2560%,0.9514%,315515892
2026-05-11,600301,华锡有色,2.2136%,2.4160%,-1.0471%,2.8960%,1231094778
2026-05-11,600313,农发种业,0.4805%,0.6811%,-0.8804%,1.3622%,481392145
2026-05-11,600789,鲁抗医药,-2.1386%,-1.9406%,-3.6212%,-1.4840%,463385464
2026-05-11,600984,建设机械,-1.2235%,-1.0246%,-1.4282%,2.0492%,460873028
2026-05-11,603608,天创时尚,-0.2000%,0.0000%,1.0646%,2.7426%,439665410
2026-05-11,603690,至纯科技,-0.1623%,0.0377%,1.1949%,2.0755%,562370432
2026-05-11,603926,铁流股份,0.8173%,1.0182%,-0.6662%,1.2728%,358530744
2026-05-11,603938,三孚股份,0.7004%,0.9012%,7.8747%,8.8149%,1231834912
2026-05-11,605133,嵘泰股份,1.9349%,2.1370%,-0.4314%,2.3172%,605029180
2026-05-11,688035,德邦科技,0.0881%,0.2884%,-3.0689%,2.3191%,832254369
2026-05-11,688170,德龙激光,-0.9362%,-0.7370%,-0.9061%,0.0301%,575157266
2026-05-11,688226,威腾电气,0.8264%,1.0274%,-0.5934%,5.3082%,800653236
2026-05-11,688298,东方生物,-4.2157%,-4.0197%,-7.2464%,-2.6925%,296626066
2026-05-11,688307,中润光学,0.8066%,1.0075%,4.5154%,7.6232%,695972211
2026-05-11,688359,三孚新科,-0.8096%,-0.6103%,0.5317%,2.0052%,628439716
2026-05-11,688478,晶升股份,4.9929%,5.1980%,8.7639%,17.8630%,412258307
2026-05-11,688610,埃科光电,0.1084%,0.3087%,-3.4056%,0.3087%,346162535
2026-05-12,000837,秦川机床,-0.8540%,-0.6547%,-0.9357%,0.4092%,769681221
2026-05-12,000899,赣能股份,-0.9436%,-0.7444%,-0.2000%,5.6577%,799934198
2026-05-12,000993,闽东电力,-0.8100%,-0.6107%,9.9426%,10.1527%,509150628
2026-05-12,001258,立新能源,-0.5099%,-0.3102%,5.1721%,5.4809%,564420597
2026-05-12,001317,三羊马,-0.2000%,0.0000%,2.0276%,3.7331%,408763918
2026-05-12,002034,旺能环境,0.5165%,0.7172%,9.7798%,9.9898%,537070934
2026-05-12,002559,亚威股份,-1.1659%,-0.9669%,3.9274%,10.1090%,500659438
2026-05-12,003018,金富科技,-0.2000%,0.0000%,-1.3958%,0.0414%,712866390
2026-05-12,300084,海默科技,-1.1074%,-0.9084%,2.6738%,4.3906%,450852429
2026-05-12,300098,高新兴,-1.4869%,-1.2882%,-1.8086%,-0.4831%,791688555
2026-05-12,300731,科创新源,-0.2000%,0.0000%,3.7988%,4.0028%,559146623
2026-05-12,301007,德迈仕,-0.5706%,-0.3710%,-0.8177%,0.9893%,407702618
2026-05-12,301363,美好医疗,-3.9109%,-3.7147%,1.5690%,3.2483%,706127001
2026-05-12,600734,ST实达,-0.2000%,0.0000%,1.9347%,4.7009%,468345567
2026-05-12,600973,宝胜股份,0.1818%,0.3822%,0.6909%,2.6752%,650762759
2026-05-12,603386,骏亚科技,-1.4448%,-1.2461%,-1.6315%,0.3115%,500974217
2026-05-12,605055,迎丰股份,-4.1695%,-3.9735%,-7.1099%,1.0302%,387961580
2026-05-12,688028,沃尔德,-2.2276%,-2.0296%,5.3969%,7.0848%,1057017624
2026-05-12,688209,英集芯,-1.7846%,-1.5862%,3.9741%,7.0799%,747399376
2026-05-12,688261,东微半导,-1.6491%,-1.4506%,5.9347%,8.5585%,748063142
2026-05-12,688307,中润光学,-1.7150%,-1.5166%,4.9161%,11.4472%,598420200
2026-05-12,688371,菲沃泰,-2.0007%,-1.8025%,5.2022%,5.8940%,626465026
2026-05-12,688551,科威尔,2.4986%,2.7013%,9.0827%,13.0229%,486961446
2026-05-12,688685,迈信林,0.2779%,0.4783%,3.4759%,5.4825%,403058968
2026-05-12,688719,爱科赛博,-0.6532%,-0.4537%,-1.3394%,1.1017%,387457970
2026-05-12,688720,艾森股份,-2.8064%,-2.6090%,2.3505%,3.9089%,444470014
2026-05-13,000539,粤电力Ａ,-1.5093%,-1.3106%,-5.6990%,7.8637%,1723399008
2026-05-13,000791,甘肃能源,-1.2040%,-1.0050%,-5.9229%,4.3216%,1601346459
2026-05-13,002036,联创电子,0.4661%,0.6667%,-4.4180%,1.1111%,498786213
2026-05-13,002169,智光电气,0.5816%,0.7824%,1.0079%,5.4054%,632875047
2026-05-13,002173,创新医疗,-0.1187%,0.0813%,-4.5046%,1.3415%,748995492
2026-05-13,002218,拓日新能,1.4678%,1.6694%,-0.8671%,7.8464%,809732008
2026-05-13,002439,启明星辰,-0.3202%,-0.1204%,-3.0869%,1.6255%,1115391276
2026-05-13,002512,ST达华,0.5898%,0.7905%,-0.0025%,2.3715%,399383025
2026-05-13,002546,新联电子,-0.0872%,0.1129%,-4.8229%,0.4515%,433152846
2026-05-13,002706,良信股份,-0.0399%,0.1602%,-2.7607%,2.4832%,1057448966
2026-05-13,002745,木林森,-0.7994%,-0.6000%,0.3995%,2.0000%,760455864
2026-05-13,002803,吉宏股份,-0.1571%,0.0429%,-3.2850%,0.4718%,519270056
2026-05-13,002815,崇达技术,-0.2597%,-0.0598%,-4.5590%,-0.0598%,1099634439
2026-05-13,002989,中天精装,1.4798%,1.6814%,-1.3911%,1.7426%,620583723
2026-05-13,300053,航宇微,0.3374%,0.5379%,-4.7431%,1.2225%,1210097434
2026-05-13,300088,长信科技,-0.2000%,0.0000%,-3.5433%,0.0000%,1184844500
2026-05-13,300128,锦富技术,1.2460%,1.4474%,-4.9321%,1.9737%,643978723
2026-05-13,300185,通裕重工,-0.7862%,-0.5869%,-4.3038%,1.1737%,940770905
2026-05-13,300328,宜安科技,-0.5261%,-0.3264%,-4.9286%,0.2176%,782274127
2026-05-13,300397,天和防务,-0.5493%,-0.3497%,-3.7628%,1.7483%,496301364
2026-05-13,300576,容大感光,-0.8615%,-0.6623%,0.7279%,3.8416%,822450468
2026-05-13,300598,诚迈科技,0.5493%,0.7500%,-3.3218%,0.7500%,431295606
2026-05-13,300602,飞荣达,0.6637%,0.8646%,-2.4769%,2.3579%,1091728535
2026-05-13,300709,精研科技,-1.1863%,-0.9873%,-1.4436%,1.8030%,504583831
2026-05-13,300726,宏达电子,0.0101%,0.2102%,1.0777%,4.7652%,973323193
2026-05-13,300809,华辰装备,-0.9071%,-0.7079%,-4.9869%,-0.6262%,408171777
2026-05-13,300816,艾可蓝,-0.3772%,-0.1775%,2.0381%,4.4474%,513663218
2026-05-13,301137,哈焊华通,-1.2712%,-1.0723%,4.3911%,7.4406%,566322275
2026-05-13,301191,菲菱科思,4.9602%,5.1654%,-3.0775%,8.7269%,750990995
2026-05-13,301362,民爆光电,3.8814%,4.0854%,1.3912%,8.4280%,446205671
2026-05-13,301382,蜂助手,1.2631%,1.4646%,-5.0379%,5.3115%,954529173
2026-05-13,600121,郑州煤电,-0.4328%,-0.2331%,-2.7615%,1.1655%,308117948
2026-05-13,600133,东湖高新,-0.6182%,-0.4187%,-0.9319%,2.7214%,544734980
2026-05-13,600268,国电南自,0.1039%,0.3041%,-6.0335%,1.5207%,856171434
2026-05-13,600391,航发科技,-0.5810%,-0.3814%,-6.2070%,-0.3814%,1220960425
2026-05-13,600452,涪陵电力,0.3630%,0.5635%,6.3142%,9.1773%,1047223107
2026-05-13,600509,天富能源,0.8736%,1.0746%,9.8910%,10.1010%,715427942
2026-05-13,600590,泰豪科技,-1.0008%,-0.8016%,-6.6066%,0.1233%,839571797
2026-05-13,603105,芯能科技,-0.1023%,0.0978%,-3.0319%,2.4438%,310578232
2026-05-13,603191,望变电气,0.0790%,0.2792%,-4.1513%,0.2792%,612661737
2026-05-13,603300,海南华铁,0.3792%,0.5797%,-4.5434%,0.5797%,726646654
2026-05-13,603322,超讯科技,1.1909%,1.3922%,-4.1585%,1.3922%,418670942
2026-05-13,603496,恒为科技,-0.0122%,0.1880%,-3.1419%,1.7231%,742905810
2026-05-13,603912,佳力图,0.4711%,0.6717%,-4.7294%,1.4274%,472625357
2026-05-13,603960,克来机电,-0.2417%,-0.0418%,-3.9556%,0.0418%,388797812
2026-05-13,605060,联德股份,-1.2080%,-1.0090%,-10.2495%,-0.2293%,773110874
2026-05-13,605208,永茂泰,-0.2000%,0.0000%,-0.0052%,1.8843%,359572246
2026-05-13,688170,德龙激光,2.7106%,2.9135%,5.2302%,10.8277%,645619633
2026-05-13,688181,八亿时空,-0.7173%,-0.5179%,-2.6317%,1.6832%,361600174
2026-05-13,688209,英集芯,-0.1629%,0.0371%,-2.3146%,0.7799%,710639827
2026-05-13,688308,欧科亿,-2.0231%,-1.8250%,-4.0063%,1.9763%,1611560701
2026-05-13,688352,颀中科技,0.6331%,0.8339%,3.3406%,6.8103%,364079059
2026-05-13,688456,有研粉材,0.2530%,0.4534%,-4.7407%,1.6740%,797170195
2026-05-13,688603,天承科技,-3.4967%,-3.3001%,8.2252%,11.3670%,1120896980
2026-05-14,000417,合百集团,-1.0105%,-0.8114%,-4.3878%,-0.1352%,444661066
2026-05-14,001391,国货航,-0.7536%,-0.5542%,-2.0455%,-0.5542%,471278781
2026-05-14,002510,天汽模,-1.1933%,-0.9943%,4.4829%,4.6875%,500772000
2026-05-14,002919,名臣健康,-0.8826%,-0.6834%,1.4688%,3.7206%,361065867
2026-05-14,002943,宇晶股份,-0.5461%,-0.3465%,-9.1502%,0.0120%,902666589
2026-05-14,300005,探路者,-0.7442%,-0.5448%,-2.2560%,1.4528%,1028344787
2026-05-14,300061,旗天科技,-0.9781%,-0.7790%,2.4264%,5.1607%,544434596
2026-05-14,300483,首华燃气,-1.5144%,-1.3158%,0.6764%,1.6569%,697079780
2026-05-14,300758,七彩化学,-0.6864%,-0.4870%,0.5645%,2.4348%,467615583
2026-05-14,301137,哈焊华通,-3.5024%,-3.3058%,3.8132%,4.0172%,758419364
2026-05-14,301489,思泉新材,-0.1042%,0.0958%,-2.3097%,1.6065%,919737022
2026-05-14,600199,金种子酒,-1.5352%,-1.3366%,-3.2346%,-0.9721%,284732322
2026-05-14,600207,安彩高科,-3.1296%,-2.9326%,-1.6648%,1.1730%,503658596
2026-05-14,600475,华光环能,-3.1512%,-2.9542%,-4.8304%,-0.5603%,1184867816
2026-05-14,603283,赛腾股份,-0.9371%,-0.7379%,-0.6899%,2.9707%,1131605699
2026-05-14,603926,铁流股份,0.1687%,0.3690%,2.9949%,6.8061%,302272590
2026-05-14,603958,哈森股份,0.4137%,0.6143%,0.8228%,3.2351%,310469610
2026-05-14,688312,燕麦科技,0.2761%,0.4766%,-3.2378%,5.0266%,850047006
2026-05-14,688381,帝奥微,0.6094%,0.8102%,-6.7556%,9.9109%,831917649
2026-05-14,688757,胜科纳米,-0.2000%,0.0000%,2.5143%,4.2488%,533745069
2026-05-15,000551,创元科技,-0.7279%,-0.5285%,2.0878%,4.8738%,527807603
2026-05-15,000697,炼石航空,-2.2057%,-2.0077%,-8.4542%,-1.1583%,470322438
2026-05-15,000837,秦川机床,-1.3324%,-1.1336%,-0.4426%,0.5668%,617535874
2026-05-15,002068,黑猫股份,0.6041%,0.8048%,3.8202%,8.1489%,386455140
2026-05-15,002150,正泰电源,-3.3029%,-3.1060%,-0.1662%,2.9034%,951449675
2026-05-15,002291,遥望科技,-1.0814%,-0.8824%,-0.2000%,0.7353%,570200881
2026-05-15,002301,齐心集团,-2.7772%,-2.5799%,-0.9363%,2.4570%,472377752
2026-05-15,002426,胜利精密,-1.5144%,-1.3158%,-2.0402%,-0.7895%,1043948807
2026-05-15,002510,天汽模,-2.0976%,-1.8996%,-3.5887%,-1.2212%,635702032
2026-05-15,002527,新时达,-0.2727%,-0.0728%,1.0370%,2.7677%,373796506
2026-05-15,002637,赞宇科技,-0.9571%,-0.7579%,-3.3798%,0.6063%,490388160
2026-05-15,002643,万润股份,-0.8676%,-0.6683%,-0.9789%,0.3342%,803910257
