买入日,代码,名称,开盘净收益,开盘毛收益,收盘净收益,最高毛收益,信号日成交额
2026-07-28,000681,视觉中国,-0.4981%,-0.2984%,0.4559%,1.1339%,703125014
2026-07-29,300083,创世纪,-0.0168%,0.1833%,-9.0820%,0.7333%,1057369390
2026-07-30,300170,汉得信息,-2.1887%,-1.9907%,10.2740%,14.4658%,1194204386
2026-07-31,603005,晶方科技,-1.9544%,-1.7562%,-2.9520%,0.2410%,1643894323
2026-08-03,603678,火炬电子,-0.0089%,0.1912%,6.4855%,8.3652%,1660072531
2026-08-04,000592,平潭发展,-0.3553%,-0.1555%,2.5966%,4.1991%,1179514476
2026-08-05,300843,胜蓝股份,-2.9690%,-2.7719%,-0.8901%,1.5864%,1113872640
2026-08-06,688233,神工股份,0.7298%,0.9307%,5.7704%,6.6606%,1589820290
2026-08-07,688503,聚和材料,-0.7133%,-0.5139%,-2.1087%,0.1318%,1670532705
2026-08-10,300199,翰宇药业,-1.2686%,-1.0697%,2.3728%,6.7750%,1612702611
2026-08-11,688222,成都先导,-0.8114%,-0.6120%,0.6507%,4.3108%,1358637559
2026-08-12,300260,新莱应材,0.8455%,1.0465%,-2.0088%,3.2890%,1467635723
2026-08-13,688166,博瑞医药,-2.1803%,-1.9823%,-3.8505%,-0.0717%,1314147221
2026-08-14,688158,优刻得-W,-0.8450%,-0.6457%,1.8194%,2.1898%,1359146330
