买入日,代码,名称,开盘净收益,开盘毛收益,收盘净收益,最高毛收益,信号日成交额
2024-01-29,002051,中工国际,-2.3822%,-2.1845%,-2.1398%,2.9126%,849911422
2024-01-30,605011,杭州热电,-3.7786%,-3.5822%,-10.2578%,1.8854%,530369458
2024-02-01,002865,钧达股份,-0.7694%,-0.5700%,-5.6008%,-0.0691%,732296014
2024-02-02,002624,完美世界,-3.5318%,-3.3352%,-11.3061%,-3.3352%,867949930
2024-02-05,300017,网宿科技,-3.1691%,-2.9722%,4.3888%,5.2688%,871551196
2024-02-06,300769,德方纳米,-0.7241%,-0.5247%,-5.4143%,5.2748%,651371044
2024-02-07,002517,恺英网络,-0.4872%,-0.2875%,1.6194%,7.0929%,1087908573
2024-02-08,002008,大族激光,-0.2000%,0.0000%,-1.6062%,0.2252%,1026494792
2024-02-19,300496,中科创达,-2.6594%,-2.4619%,-1.7533%,-1.2957%,1221951069
2024-02-20,603178,圣龙股份,-0.7268%,-0.5274%,9.8463%,10.0563%,553619010
2024-02-21,300053,航宇微,-1.3000%,-1.1011%,4.0001%,6.7067%,549705471
2024-02-22,600621,华鑫股份,-0.2000%,0.0000%,-0.9033%,1.7602%,1186560067
2024-02-23,300339,润和软件,-0.6362%,-0.4367%,-1.6395%,1.0917%,1510892795
2024-02-26,000821,ST京机,-1.6551%,-1.4566%,1.6917%,2.2577%,582011520
2024-02-27,300339,润和软件,-0.0722%,0.1279%,-7.7827%,0.8955%,1414385616
2024-02-28,688166,博瑞医药,-1.0313%,-0.8322%,2.8594%,6.2579%,1094917812
2024-02-29,688166,博瑞医药,-1.8132%,-1.6149%,-2.6844%,0.0969%,682235985
2024-03-01,300475,香农芯创,2.9660%,3.1691%,8.4184%,11.9722%,800156019
2024-03-04,300459,汤姆猫,-2.4611%,-2.2634%,-3.9000%,-0.8230%,1423327176
2024-03-05,002036,联创电子,0.1682%,0.3686%,-2.7772%,0.4914%,717025834
2024-03-06,300475,香农芯创,-0.7864%,-0.5870%,-0.7864%,2.3480%,1369119926
2024-03-07,600602,云赛智联,-2.5749%,-2.3774%,-1.3874%,1.4264%,1150450193
2024-03-08,600006,东风股份,-2.4753%,-2.2776%,-2.4753%,-1.1388%,1111180830
2024-03-11,300212,ST易录,-0.5318%,-0.3322%,5.2947%,6.6076%,1214687957
2024-03-12,002174,游族网络,-1.5501%,-1.3515%,2.0503%,4.9554%,783925919
2024-03-13,300002,神州泰岳,-1.6298%,-1.4313%,-4.1083%,-1.3359%,1686798027
2024-03-14,603108,润达医疗,-1.1169%,-0.9179%,-0.8877%,1.1473%,1137593545
2024-03-15,300136,信维通信,-2.4862%,-2.2885%,0.6399%,0.9808%,1350853241
2024-03-18,600621,华鑫股份,-0.2000%,0.0000%,-1.8352%,2.5535%,1255092204
2024-03-19,000766,通化金马,-0.4742%,-0.2746%,0.2938%,1.2630%,1068813303
2024-03-20,300459,汤姆猫,1.4311%,1.6327%,2.4505%,6.9388%,1282127950
2024-03-21,002409,雅克科技,1.7143%,1.9162%,2.1079%,3.4563%,1091636501
2024-03-22,002077,大港股份,-2.0476%,-1.8495%,-5.7429%,-1.2755%,856903365
2024-03-25,002042,华孚时尚,-1.5095%,-1.3109%,-3.9415%,1.8727%,882740250
2024-03-26,000736,中交发展,-2.8060%,-2.6087%,-3.2404%,1.3043%,754302868
2024-03-27,300757,罗博特科,-1.9433%,-1.7451%,1.9999%,3.3284%,1204656531
2024-03-28,300476,胜宏科技,-1.5623%,-1.3638%,-1.3807%,-1.0001%,952154359
2024-03-29,300073,当升科技,-0.0684%,0.1317%,3.6145%,6.9256%,1630437757
2024-04-01,300073,当升科技,1.2697%,1.4711%,6.1095%,8.6747%,1472583584
2024-04-02,000762,西藏矿业,-0.6216%,-0.4221%,1.3182%,3.1659%,840629260
2024-04-03,002273,水晶光电,-2.3982%,-2.2005%,-5.0219%,-0.9938%,1403136210
2024-04-08,603218,日月股份,-0.2792%,-0.0793%,-2.4980%,1.4278%,776943971
2024-04-09,002428,云南锗业,-1.5886%,-1.3900%,-4.8560%,-1.0630%,618668230
2024-04-10,000158,常山北明,-2.1204%,-1.9224%,-1.5203%,2.5231%,1248217377
2024-04-11,301511,德福科技,-6.5879%,-6.3943%,-7.1417%,-3.4085%,727293578
2024-04-12,300757,罗博特科,-0.0201%,0.1800%,-5.7776%,2.0855%,714328119
2024-04-15,300735,光弘科技,-0.2000%,0.0000%,2.6698%,5.6289%,1633816139
2024-04-16,600420,国药现代,-0.6367%,-0.4372%,0.5643%,2.7322%,1077019660
2024-04-17,300693,盛弘股份,-2.1476%,-1.9496%,-2.4117%,-0.3635%,608056110
2024-04-18,600580,卧龙电驱,-2.1876%,-1.9896%,4.4571%,5.4098%,1764171137
2024-04-19,600580,卧龙电驱,-4.1944%,-3.9984%,-10.2135%,-3.9984%,1756584251
2024-04-22,002984,森麒麟,-2.2064%,-2.0085%,-5.1004%,-0.9656%,1442162700
2024-04-23,300624,万兴科技,0.6689%,0.8698%,1.2013%,1.7962%,726038109
2024-04-24,300034,钢研高纳,-2.1017%,-1.9037%,-4.1713%,-0.7839%,806649242
2024-04-25,300475,香农芯创,-0.6086%,-0.4091%,4.0501%,5.9723%,1038207547
2024-04-26,600580,卧龙电驱,-5.9386%,-5.7444%,-3.0337%,-2.3136%,1816490174
2024-04-29,600621,华鑫股份,-1.5969%,-1.3983%,-2.7144%,0.2097%,919537461
2024-04-30,603220,中贝通信,0.4469%,0.6475%,0.0756%,1.2910%,1089689577
2024-05-06,000899,赣能股份,-1.1089%,-0.9098%,-2.9267%,-0.9098%,741235616
2024-05-07,000799,酒鬼酒,-1.3368%,-1.1380%,-3.1664%,1.0846%,1139562876
2024-05-08,601020,华钰矿业,-1.5606%,-1.3620%,-1.1071%,0.4540%,833298211
2024-05-09,601069,西部黄金,2.9360%,3.1391%,0.7545%,7.0288%,1003842845
2024-05-10,000737,北方铜业,-4.2274%,-4.0315%,-2.8522%,-1.5733%,1379614811
2024-05-13,600686,金龙汽车,-1.0420%,-0.8429%,10.2652%,10.4756%,553455140
2024-05-14,300738,奥飞数据,-0.0283%,0.1718%,0.7440%,2.5769%,965234168
2024-05-15,000801,四川九洲,-0.1203%,0.0797%,0.8349%,3.4263%,843352034
2024-05-16,002312,川发龙蟒,-0.2000%,0.0000%,5.0318%,9.3243%,1244818385
2024-05-17,600580,卧龙电驱,-0.4719%,-0.2723%,-1.6423%,0.5528%,1310669842
2024-05-20,300133,华策影视,-0.2000%,0.0000%,-1.4963%,3.3740%,1171785138
2024-05-21,603533,掌阅科技,-1.9350%,-1.7367%,-0.7478%,-0.2285%,741153026
2024-05-22,600580,卧龙电驱,-0.6021%,-0.4025%,-2.6128%,1.4089%,1306886432
2024-05-23,000519,中兵红箭,-2.1838%,-1.9858%,-5.3012%,-1.7730%,1314556449
2024-05-27,002922,伊戈尔,-1.1833%,-0.9843%,5.0444%,9.7024%,711485012
2024-05-28,603650,彤程新材,-1.4716%,-1.2729%,-1.0591%,3.6122%,1278642423
2024-05-29,002146,荣盛发展,-2.3483%,-2.1505%,-5.0338%,-1.6129%,655964600
2024-05-30,300346,南大光电,-1.5845%,-1.3860%,-3.0455%,-0.0360%,981359017
2024-05-31,300045,华力创通,0.6901%,0.8910%,-0.9853%,2.1488%,665815166
2024-06-03,300002,神州泰岳,0.0329%,0.2331%,1.5466%,3.0303%,850121534
2024-06-04,300315,掌趣科技,-1.6418%,-1.4433%,-2.6717%,-0.4124%,611360534
2024-06-05,300604,长川科技,1.6774%,1.8792%,-1.2057%,3.3221%,915613198
2024-06-06,688347,华虹宏力,-0.2000%,0.0000%,1.3993%,4.9683%,893034579
2024-06-07,603005,晶方科技,-0.2000%,0.0000%,4.3709%,5.7459%,927755760
2024-06-11,002077,大港股份,-2.5314%,-2.3338%,-2.4608%,-1.2023%,699238800
2024-06-12,300115,长盈精密,0.4416%,0.6422%,-0.9332%,2.1101%,976877126
2024-06-13,300655,晶瑞电材,-2.1245%,-1.9265%,-3.8212%,-1.0900%,650443973
2024-06-14,300475,香农芯创,-1.6355%,-1.4370%,2.9055%,3.6365%,755553884
2024-06-17,300083,创世纪,-0.9281%,-0.7289%,-0.0543%,1.0204%,712918821
2024-06-18,000099,中信海直,-0.6607%,-0.4612%,2.1615%,5.0159%,1191216713
2024-06-19,001309,德明利,-1.6820%,-1.4835%,-2.5962%,1.1712%,708180805
2024-06-20,002338,奥普光电,-3.7474%,-3.5510%,-1.7115%,0.9881%,713679474
2024-06-21,300118,东方日升,-2.4901%,-2.2925%,-4.1486%,-1.3439%,825594639
2024-06-24,002827,高争民爆,-2.6465%,-2.4490%,-2.9636%,-0.1361%,600504378
2024-06-25,000829,天音控股,-1.5334%,-1.3348%,2.1336%,3.3370%,584306839
2024-06-26,000676,智度股份,-1.9470%,-1.7488%,-4.0117%,-0.7949%,493744212
2024-06-27,002351,漫步者,-2.4936%,-2.2959%,0.3537%,3.1668%,548714037
2024-06-28,300115,长盈精密,-0.5403%,-0.3407%,-2.1571%,-0.3407%,1004679093
2024-07-01,601020,华钰矿业,-0.9566%,-0.7574%,-2.0916%,1.5905%,872391447
2024-07-02,000049,德赛电池,-0.5695%,-0.3699%,4.4809%,9.5767%,757036404
2024-07-03,603171,税友股份,-10.3005%,-10.1107%,-8.7765%,-0.0598%,1149426653
2024-07-04,000957,中通客车,-1.7500%,-1.5516%,-0.2968%,1.5516%,531728868
2024-07-05,600501,航天晨光,-1.7521%,-1.5537%,-5.3502%,-0.2119%,574478892
2024-07-08,000737,北方铜业,-0.4098%,-0.2101%,2.0037%,2.8361%,1149057887
2024-07-09,605111,新洁能,-1.3493%,-1.1505%,-2.2031%,-0.6245%,778160022
2024-07-10,300458,全志科技,3.0381%,3.2413%,-1.0079%,3.2413%,943269707
2024-07-11,300735,光弘科技,-2.1141%,-1.9161%,-1.6583%,2.0985%,1184105052
2024-07-12,603171,税友股份,-3.6405%,-3.4440%,-9.1453%,-3.2561%,721394909
2024-07-15,300459,汤姆猫,-2.1923%,-1.9943%,-0.7692%,-0.5698%,608203514
2024-07-16,300136,信维通信,-1.9542%,-1.7560%,-5.0359%,-1.1390%,1572773965
2024-07-17,000034,神州数码,-0.2000%,0.0000%,-0.5359%,0.9916%,891584237
2024-07-18,300604,长川科技,-1.3732%,-1.1744%,-0.8009%,2.2057%,1230631695
2024-07-19,300827,上能电气,-0.2384%,-0.0385%,5.0987%,7.5420%,477052064
2024-07-22,300339,润和软件,-0.6835%,-0.4840%,-2.6175%,0.7260%,1120732147
2024-07-23,600006,东风股份,-1.7488%,-1.5504%,-7.2401%,-1.5504%,975258971
2024-07-24,300775,三角防务,-0.8297%,-0.6304%,0.0984%,2.3225%,855352833
2024-07-25,300776,帝尔激光,-0.3413%,-0.1415%,-1.2300%,-0.0202%,447484702
2024-07-26,300775,三角防务,-1.3413%,-1.1425%,-0.7072%,1.2377%,932517036
2024-07-29,000521,长虹美菱,-1.3031%,-1.1042%,-4.0608%,-0.2761%,586627947
2024-07-30,605111,新洁能,-1.8882%,-1.6899%,5.9160%,9.3425%,789237709
2024-07-31,300638,广和通,3.2513%,3.4547%,2.9987%,5.8140%,596268257
2024-08-01,600006,东风股份,-2.3648%,-2.1670%,-5.6757%,-1.7846%,1304423171
2024-08-02,688631,莱斯信息,-1.6566%,-1.4581%,-11.4668%,1.0713%,613381263
2024-08-05,002865,钧达股份,1.4198%,1.6213%,9.7796%,9.9895%,563841743
2024-08-06,300002,神州泰岳,-0.7989%,-0.5995%,1.9562%,3.8369%,767110734
2024-08-07,002519,银河电子,1.6264%,1.8282%,-5.3137%,2.0110%,410750030
2024-08-08,300613,富瀚微,1.5491%,1.7508%,-0.2249%,5.3774%,550677154
2024-08-09,600711,盛屯矿业,-1.2455%,-1.0466%,5.0277%,5.2329%,771234480
2024-08-12,002488,金固股份,-5.0238%,-4.8287%,5.4019%,5.6075%,566175478
2024-08-13,605111,新洁能,0.0227%,0.2228%,-3.5075%,0.7959%,851489837
2024-08-14,300184,力源信息,-1.8754%,-1.6771%,6.5019%,9.0147%,442081253
2024-08-15,000550,江铃汽车,-2.9580%,-2.7608%,-5.2982%,-0.6693%,1052951035
2024-08-16,002897,意华股份,-2.1179%,-1.9199%,-3.8715%,-0.7131%,594092900
2024-08-19,300339,润和软件,-1.7999%,-1.6015%,-3.7998%,-1.1511%,796704619
2024-08-20,600114,东睦股份,-1.5423%,-1.3437%,2.1315%,2.3338%,651238594
2024-08-21,001287,中电港,1.2986%,1.5000%,-6.1940%,3.0556%,799443568
2024-08-22,603663,三祥新材,-1.6696%,-1.4712%,-6.6372%,-0.6964%,452524346
2024-08-23,000034,神州数码,0.5461%,0.7468%,-1.3162%,0.9958%,901402796
2024-08-26,000829,天音控股,-0.2000%,0.0000%,-2.1255%,1.5873%,645462353
2024-08-27,002941,新疆交建,-4.2911%,-4.0952%,-5.3377%,-1.0476%,719529354
2024-08-28,300364,中文在线,-2.7224%,-2.5250%,-2.2531%,-1.2918%,1029110445
2024-08-29,300073,当升科技,-0.2674%,-0.0675%,1.0144%,3.3089%,826417790
2024-08-30,002130,沃尔核材,-1.4296%,-1.2309%,-8.3013%,-0.6517%,1438271203
2024-09-02,002387,维信诺,-5.1585%,-4.9635%,-3.5543%,-1.7518%,597712032
2024-09-03,300073,当升科技,-0.5929%,-0.3934%,5.7599%,7.1131%,768417224
2024-09-04,301487,盟固利,-0.2000%,0.0000%,-7.1882%,0.0000%,781013402
2024-09-05,300180,华峰超纤,-2.1211%,-1.9231%,-2.3612%,0.9615%,682421999
2024-09-09,300290,ST荣科,-1.3873%,-1.1885%,-0.9555%,1.1885%,475131560
2024-09-11,300073,当升科技,-1.5133%,-1.3147%,-0.8879%,0.1565%,1017547748
2024-09-12,000099,中信海直,-2.2847%,-2.0868%,-4.7730%,0.3366%,1097764738
2024-09-13,601096,宏盛华源,-1.9283%,-1.7301%,-1.9283%,3.7074%,536053263
2024-09-18,301297,富乐德,-6.4600%,-6.2663%,-4.8950%,-1.3767%,681848580
2024-09-19,600171,上海贝岭,-0.5001%,-0.3005%,2.4514%,5.0075%,1310528317
2024-09-20,002681,奋达科技,-0.7058%,-0.5063%,-2.7291%,0.0000%,541319504
2024-09-23,002130,沃尔核材,-0.2000%,0.0000%,4.8132%,5.4828%,1037175795
2024-09-24,300364,中文在线,1.8622%,2.0642%,8.7933%,18.3486%,892128573
2024-09-25,002312,川发龙蟒,-1.3033%,-1.1044%,1.7615%,2.3316%,1094118236
2024-09-26,600621,华鑫股份,2.4050%,2.6076%,7.6873%,7.9676%,794601351
2024-09-27,300757,罗博特科,-0.2000%,0.0000%,18.1363%,19.2489%,1133420574
2024-09-30,002785,万里石,5.4681%,5.6738%,-0.9439%,8.2624%,408840509
2024-10-08,002756,永兴材料,-3.3344%,-3.1376%,-10.5919%,-3.1376%,1375679695
2024-10-09,688048,长光华芯,2.5297%,2.7324%,-8.6222%,2.7324%,633857632
2024-10-10,002487,大金重工,-2.7757%,-2.5784%,-7.4302%,-2.2617%,764947515
2024-10-11,300773,拉卡拉,6.4023%,6.6088%,4.5190%,7.6759%,1352684973
2024-10-15,300459,汤姆猫,-3.0110%,-2.8139%,3.4760%,4.9784%,1499510945
2024-10-16,300459,汤姆猫,-1.8684%,-1.6701%,3.3456%,10.0209%,1286921869
2024-10-17,300229,拓尔思,-1.0919%,-0.8929%,3.7842%,7.2024%,1005320720
2024-10-18,300229,拓尔思,1.5727%,1.7745%,1.4012%,4.6938%,1111491500
2024-10-21,603920,世运电路,1.6914%,1.8933%,5.1303%,9.8107%,1512829216
2024-10-22,688347,华虹宏力,-1.8095%,-1.6112%,-4.4921%,-0.3008%,1459536927
2024-10-23,002487,大金重工,-1.8350%,-1.6367%,-1.7920%,0.5599%,1414342601
2024-10-24,002335,科华数据,-2.2062%,-2.0083%,7.5457%,10.1868%,595820431
2024-10-25,300475,香农芯创,-1.0273%,-0.8282%,-3.8678%,-0.6349%,1538994221
2024-10-28,300459,汤姆猫,0.7700%,0.9709%,-3.4976%,1.7476%,1229080047
2024-10-29,601519,大智慧,-1.7314%,-1.5330%,-1.2602%,1.1792%,1541532006
2024-10-30,300134,大富科技,-1.4837%,-1.2850%,-1.0752%,2.1612%,972417863
2024-10-31,300773,拉卡拉,-1.1798%,-0.9808%,-10.5146%,-0.9808%,1134878733
2024-11-01,300722,新余国科,2.6189%,2.8217%,-1.3557%,4.2043%,912127602
2024-11-04,600559,老白干酒,-1.3499%,-1.1511%,1.1416%,1.4868%,1094516231
2024-11-05,300459,汤姆猫,-0.2000%,0.0000%,3.0850%,6.3830%,1465721915
2024-11-06,000627,ST天茂,-2.2544%,-2.0566%,9.8157%,10.0257%,1564158489
2024-11-07,300641,正丹股份,0.1143%,0.3146%,-1.5355%,1.7300%,1084798388
2024-11-08,600198,大唐电信,-0.1198%,0.0802%,2.8443%,5.2927%,1527262146
2024-11-11,000839,国安股份,-1.6548%,-1.4563%,-6.2618%,-1.2136%,1463304687
2024-11-12,002756,永兴材料,-0.7017%,-0.5023%,6.4102%,8.0143%,1659131661
2024-11-13,300253,卫宁健康,-4.4707%,-4.2750%,-4.5861%,-0.9243%,1281920580
2024-11-14,601028,玉龙股份,-0.1220%,0.0780%,-2.1481%,1.9501%,715619863
2024-11-15,300101,振芯科技,1.2868%,1.4883%,-8.0587%,1.9986%,1259843407
2024-11-18,002051,中工国际,-4.4603%,-4.2646%,-6.9728%,-3.2805%,745351521
2024-11-19,601828,美凯龙,-4.1538%,-3.9578%,1.9088%,6.0686%,732371063
2024-11-20,002747,埃斯顿,-1.2440%,-1.0451%,-2.0683%,0.5501%,1362208540
2024-11-21,300045,华力创通,-1.1371%,-0.9381%,-6.7975%,-0.9381%,1227875418
2024-11-22,300224,正海磁材,-3.4736%,-3.2769%,-0.1238%,3.5056%,1067170795
2024-11-25,300438,鹏辉能源,-1.7930%,-1.5947%,-5.9929%,-1.4207%,1011474979
2024-11-26,603099,长白山,-2.3956%,-2.1979%,0.8863%,5.8995%,861053318
2024-11-27,603712,七一二,-1.6722%,-1.4737%,-1.9876%,1.1579%,1148377972
2024-11-28,000981,山子高科,-1.8932%,-1.6949%,-1.3288%,0.0000%,1270801922
2024-11-29,300130,新国都,-0.4834%,-0.2837%,-0.4024%,0.6891%,950785164
2024-12-02,603005,晶方科技,0.9582%,1.1593%,-0.4105%,2.6699%,1720640457
2024-12-03,300456,赛微电子,1.4315%,1.6330%,-4.9982%,5.3314%,1208829004
2024-12-04,300083,创世纪,-0.7064%,-0.5070%,1.6993%,3.6755%,1067956831
2024-12-05,300068,ST南都,-1.1278%,-0.9288%,-0.5608%,0.2580%,1619935389
2024-12-06,000917,电广传媒,-1.1102%,-0.9112%,-3.6134%,-0.9112%,1137356609
2024-12-09,600577,精达股份,2.3655%,2.5680%,-1.4072%,4.3807%,1425890115
2024-12-10,001287,中电港,-2.6102%,-2.4126%,-4.1477%,-1.2063%,1753744346
2024-12-11,000536,华映科技,-0.2000%,0.0000%,-2.3185%,0.3263%,1441479096
2024-12-12,600787,中储股份,-1.3561%,-1.1573%,-5.5951%,-1.0287%,1167492228
2024-12-13,300087,ST荃银,-1.1119%,-0.9129%,1.7898%,2.9876%,1000960238
2024-12-16,600859,王府井,-1.7036%,-1.5051%,-5.2521%,-1.2041%,1478522122
2024-12-17,603220,中贝通信,0.1794%,0.3797%,2.8771%,10.0844%,956796968
2024-12-18,002416,爱施德,-4.0278%,-3.8317%,-2.9020%,0.5259%,1434636128
2024-12-19,605111,新洁能,-0.2807%,-0.0808%,-2.2456%,0.7275%,1294979322
2024-12-20,600529,山东药玻,-1.0158%,-0.8166%,-5.3544%,-0.8166%,1026001935
2024-12-23,002335,科华数据,-0.2369%,-0.0370%,-1.1452%,5.5453%,1250967365
2024-12-24,688676,金盘科技,1.2155%,1.4168%,2.3735%,7.7024%,1448638106
2024-12-25,000801,四川九洲,-1.1832%,-0.9843%,0.4556%,1.8373%,1308942300
2024-12-26,600864,哈投股份,-0.9836%,-0.7844%,-0.3306%,2.8762%,1293724029
2024-12-27,601137,博威合金,1.1198%,1.3211%,7.4741%,9.7857%,1361587769
2024-12-30,002139,拓邦股份,-0.1294%,0.0706%,-5.0673%,0.0706%,1207794132
2024-12-31,300290,ST荣科,-1.9194%,-1.7212%,-5.4566%,1.1802%,1090796619
2025-01-02,600529,山东药玻,-1.0888%,-0.8897%,-5.4945%,0.7350%,1001031300
2025-01-03,002155,湖南黄金,-1.2039%,-1.0049%,-1.9487%,0.7456%,998812285
2025-01-06,301171,易点天下,-3.2535%,-3.0566%,3.0816%,3.2849%,830789083
2025-01-07,600577,精达股份,-3.3852%,-3.1884%,-2.3717%,-1.3043%,1243642110
2025-01-08,603308,应流股份,1.7260%,1.9279%,0.0486%,3.4204%,1045375284
2025-01-09,002436,兴森科技,-2.2597%,-2.0619%,-5.3494%,0.4686%,981038728
2025-01-10,300641,正丹股份,-2.8904%,-2.6931%,-1.6857%,-0.4422%,1138096065
2025-01-13,600967,内蒙一机,-2.2642%,-2.0664%,3.3552%,6.7730%,875364335
2025-01-14,300496,中科创达,-0.6336%,-0.4341%,-0.8975%,2.0193%,1145871946
2025-01-15,002396,星网锐捷,0.4225%,0.6231%,-0.0460%,2.5325%,782276707
2025-01-16,002607,中公教育,-1.1165%,-0.9174%,1.9386%,4.8930%,1264762056
2025-01-17,300613,富瀚微,0.4361%,0.6367%,-1.6096%,0.6539%,1081565048
2025-01-20,300738,奥飞数据,0.5701%,0.7708%,1.4172%,2.3125%,1103625600
2025-01-21,000099,中信海直,-2.1860%,-1.9880%,-3.1376%,-0.2485%,1036552679
2025-01-22,002127,南极电商,0.0086%,0.2088%,2.0942%,3.9666%,809085086
2025-01-23,300634,彩讯股份,2.4955%,2.6981%,19.2353%,19.5967%,867036898
2025-01-24,300459,汤姆猫,1.1321%,1.3333%,-5.1950%,2.3333%,1905480610
2025-01-27,300687,赛意信息,3.4652%,3.6688%,2.6232%,4.5117%,612249600
2025-02-05,002402,和而泰,-0.9812%,-0.7821%,3.8182%,4.4132%,1218548584
2025-02-06,601869,长飞光纤,-3.2634%,-3.0665%,0.4638%,2.7854%,1343333021
2025-02-07,002126,银轮股份,-1.0016%,-0.8024%,-1.7141%,-0.5350%,1571378684
2025-02-10,000810,创维数字,-1.0834%,-0.8844%,-2.7144%,-0.3401%,1540130777
2025-02-11,000737,北方铜业,-3.2021%,-3.0052%,-4.1338%,-2.0725%,1590444801
2025-02-12,002335,科华数据,-0.1716%,0.0284%,-4.8137%,0.2516%,1224143517
2025-02-13,688048,长光华芯,-4.2726%,-4.0767%,-4.9434%,-1.1191%,1021008773
2025-02-14,000801,四川九洲,-4.1000%,-3.9039%,-3.3200%,0.8408%,1612411517
2025-02-17,600552,凯盛科技,-2.7908%,-2.5934%,-6.1437%,-1.6781%,994843519
2025-02-18,688362,甬矽电子,-0.9804%,-0.7812%,4.8575%,6.8125%,1282179494
2025-02-19,688037,芯源微,-0.4309%,-0.2312%,-2.4252%,2.6058%,1608411168
2025-02-20,603882,金域医学,-1.5990%,-1.4004%,-0.8217%,1.2189%,1437950934
2025-02-21,002987,京北方,-0.0162%,0.1840%,7.2744%,10.2721%,1289912853
2025-02-24,688116,天奈科技,-0.4518%,-0.2521%,0.7866%,4.3285%,1265469091
2025-02-25,002698,博实股份,0.6367%,0.8374%,1.9162%,4.4828%,1249861104
2025-02-26,300182,捷成股份,-1.5565%,-1.3579%,-2.4608%,0.9053%,1485521906
2025-02-27,300580,贝斯特,-3.1237%,-2.9267%,-11.4578%,-2.7899%,1488872187
2025-02-28,605179,一鸣食品,-3.6902%,-3.4937%,-3.4693%,-1.4594%,895487446
2025-03-03,600186,莲花控股,-1.0649%,-0.8658%,-2.6506%,-0.8658%,1145270310
2025-03-04,301316,慧博云通,-0.6091%,-0.4095%,-0.4975%,1.1914%,1014500430
2025-03-05,603927,中科软,0.4421%,0.6427%,4.2515%,5.7841%,1311465366
2025-03-06,600633,浙数文化,-1.7609%,-1.5625%,0.2751%,6.5897%,1809389698
2025-03-07,300100,双林股份,1.6990%,1.9009%,-0.9776%,6.2245%,1360344998
2025-03-10,600361,创新新材,-1.6077%,-1.4091%,4.4924%,6.5759%,1366844595
2025-03-11,002617,露笑科技,0.3919%,0.5924%,2.7592%,6.6351%,1262396736
2025-03-12,600633,浙数文化,-1.0792%,-0.8802%,-3.6494%,-0.8802%,1725299091
2025-03-13,002366,融发核电,-1.1642%,-0.9653%,-0.0071%,2.3166%,961287080
2025-03-14,300674,宇信科技,-1.4637%,-1.2650%,-1.8354%,-0.5209%,1054262201
2025-03-17,300134,大富科技,1.1584%,1.3597%,-1.8053%,1.3597%,980891373
2025-03-18,600577,精达股份,-0.7189%,-0.5195%,-2.1461%,-0.2597%,1240075185
2025-03-19,002428,云南锗业,-0.6916%,-0.4922%,-3.4629%,-0.4027%,1185694862
2025-03-20,603915,国茂股份,-0.9200%,-0.7208%,-7.4968%,-0.7208%,1055683499
2025-03-21,600072,中船科技,1.5017%,1.7033%,1.0054%,2.1292%,1385711861
2025-03-24,600577,精达股份,-2.7804%,-2.5830%,-7.0811%,6.5191%,1270342836
2025-03-25,300641,正丹股份,0.0617%,0.2619%,-2.5920%,1.4217%,1346239278
2025-03-26,300687,赛意信息,-2.2128%,-2.0148%,-2.7072%,0.6716%,817862705
2025-03-27,600353,旭光电子,-0.2000%,0.0000%,-2.3407%,0.5952%,587324731
2025-03-28,300133,华策影视,-1.9465%,-1.7483%,2.7557%,3.2275%,892758611
2025-03-31,300638,广和通,-0.3886%,-0.1888%,-2.6520%,0.2832%,1309753550
2025-04-01,000969,安泰科技,0.4933%,0.6939%,0.9554%,2.6214%,772483296
2025-04-02,002364,中恒电气,-2.4213%,-2.2235%,-0.5919%,2.8121%,777528250
2025-04-03,300641,正丹股份,-5.3000%,-5.1052%,-0.2380%,5.8671%,1105009607
2025-04-07,600746,江苏索普,-2.0244%,-1.8263%,1.6245%,4.3374%,624529478
2025-04-08,300170,汉得信息,-1.8391%,-1.6407%,3.7995%,5.3816%,1476804543
2025-04-09,002131,利欧股份,1.7602%,1.9621%,3.0669%,6.8672%,1433595785
2025-04-10,002131,利欧股份,-1.7816%,-1.5833%,-0.2000%,1.8999%,1346826216
2025-04-11,601069,西部黄金,-1.9460%,-1.7478%,6.9590%,9.3801%,1477129846
2025-04-14,001287,中电港,-0.2963%,-0.0964%,-5.0649%,1.1090%,1394641481
2025-04-15,000422,湖北宜化,-2.3117%,-2.1138%,-4.0173%,-1.9512%,1172788200
2025-04-16,603099,长白山,-1.1335%,-0.9345%,1.8593%,2.7759%,731843780
2025-04-17,300687,赛意信息,-0.0218%,0.1783%,-4.1190%,0.2496%,786977001
2025-04-18,300641,正丹股份,-0.2720%,-0.0721%,-1.0286%,2.4524%,1277130197
2025-04-21,300718,长盛轴承,-0.7947%,-0.5953%,-3.7814%,0.4498%,1077253463
2025-04-22,300199,翰宇药业,0.0114%,0.2116%,0.7864%,2.3977%,865916646
2025-04-23,603662,柯力传感,-0.1845%,0.0155%,-1.8712%,0.8984%,1163987563
2025-04-24,605358,立昂微,-2.4987%,-2.3011%,-3.6676%,-1.3651%,1062437305
2025-04-25,300687,赛意信息,3.1945%,3.3979%,5.6386%,9.4461%,811223273
2025-04-28,300624,万兴科技,-0.5477%,-0.3481%,0.1652%,1.4273%,824750751
2025-04-29,603662,柯力传感,-0.1233%,0.0767%,3.0173%,4.0486%,935906963
2025-04-30,300718,长盛轴承,-0.0236%,0.1766%,1.9167%,2.5980%,1507326985
2025-05-06,002436,兴森科技,0.3438%,0.5443%,0.8876%,1.7885%,1710369045
2025-05-07,000712,锦龙股份,-2.7530%,-2.5556%,-1.9295%,0.4122%,977287400
